,county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1201,Harrison,IA,41.68330137,-95.81558439,14196.0,8144.0,5569.0,2440.0,0.684,0.3,741.0,17.0,7016.0,7180.0,1.6,96.5,0.2,0.3,0.3,0.1,57558.0,29332.0,10.4,31.4,13.5,23.0,13.2,18.9,81.5,9.0,0.2,2.6,1.9,4.7,26.4,7308.0,80.0,10.2,9.7,0.1,1.7
1202,Harrison,IN,38.19467379,-86.10948271,39450.0,20198.0,14542.0,5334.0,0.72,0.264,888.0,24.0,19790.0,19660.0,1.7,95.7,0.2,0.6,0.4,0.0,53897.0,25993.0,12.9,29.0,16.6,23.4,10.1,20.9,86.3,7.7,0.1,1.2,0.8,3.8,29.4,17769.0,84.4,12.3,3.2,0.2,6.6
1203,Harrison,KY,38.44188174,-84.32869741,18630.0,8853.0,6334.0,2400.0,0.715,0.271,286.0,1.0,9162.0,9468.0,2.3,93.8,1.7,0.0,0.0,0.0,44620.0,22497.0,16.4,25.5,16.7,21.6,8.4,27.8,81.8,11.2,0.2,2.0,1.9,2.8,24.6,7850.0,81.1,12.8,6.0,0.0,6.9
1204,Harrison,MO,40.35570088,-93.99222144,8615.0,3825.0,3198.0,597.0,0.836,0.156,197.0,1.0,4280.0,4335.0,2.1,95.5,0.8,0.2,0.0,0.0,42889.0,20947.0,18.3,29.5,19.4,23.0,13.6,14.6,76.2,12.3,0.0,5.6,2.4,3.5,19.3,3821.0,71.7,16.6,11.1,0.7,3.3
1205,Harrison,MS,30.51359752,-89.12467576,200491.0,60941.0,41281.0,18499.0,0.677,0.304,5625.0,89.0,98928.0,101563.0,5.3,64.6,24.0,0.5,3.0,0.0,44684.0,23127.0,20.5,28.6,23.9,24.6,11.7,11.2,82.7,8.5,0.9,4.3,1.2,2.4,22.7,84351.0,75.4,18.8,5.5,0.2,9.4
1206,Harrison,OH,40.29380509,-81.09068544,15397.0,7500.0,5668.0,1742.0,0.7559999999999999,0.23199999999999998,93.0,3.0,7606.0,7791.0,0.9,95.2,2.0,0.1,0.5,0.0,46223.0,22965.0,15.7,24.5,17.0,21.1,16.7,20.7,81.7,10.8,0.1,4.0,0.8,2.7,28.3,6707.0,84.7,11.1,3.9,0.3,4.9
1207,Harrison,TX,32.54935988,-94.36934071,66606.0,29462.0,21318.0,7812.0,0.7240000000000001,0.265,1121.0,39.0,32517.0,34089.0,12.7,63.8,21.3,0.3,0.7,0.0,48644.0,25123.0,17.9,32.4,15.9,20.2,13.5,18.0,87.5,6.4,0.0,0.6,1.7,3.8,20.9,27603.0,80.9,12.8,6.1,0.2,7.2
1208,Harrison,WV,39.2853852,-80.37919577,68438.0,30375.0,20581.0,9149.0,0.6779999999999999,0.301,682.0,12.0,33365.0,35073.0,1.6,94.4,1.7,0.0,0.6,0.0,48315.0,27162.0,15.0,33.9,18.8,24.2,11.0,12.1,82.7,9.2,0.7,2.8,1.5,3.0,22.3,30340.0,74.1,20.0,5.7,0.2,6.5
1210,Hart,GA,34.34626973,-82.96567682,25535.0,12727.0,9464.0,3157.0,0.7440000000000001,0.248,601.0,17.0,12502.0,13033.0,3.7,75.1,19.0,0.0,0.9,0.0,41216.0,21668.0,18.8,26.8,15.8,23.2,12.4,21.8,85.4,8.2,0.2,1.7,0.3,4.2,21.8,9989.0,80.2,12.3,7.0,0.5,4.7
1211,Hart,KY,37.29943898,-85.88461055,18531.0,8369.0,6345.0,1908.0,0.758,0.228,484.0,1.0,9138.0,9393.0,1.7,91.7,4.3,0.4,0.5,0.0,37315.0,19715.0,23.1,22.4,14.7,22.5,14.5,26.0,75.7,15.4,0.0,2.1,3.2,3.6,29.1,7125.0,73.0,14.9,11.5,0.6,6.6
1212,Hartford,CT,41.80283011,-72.73103891,897417.0,32686.0,4117.0,28295.0,0.126,0.866,18184.0,1481.0,435729.0,461688.0,17.3,62.5,12.8,0.1,5.0,0.0,69936.0,37817.0,11.2,43.4,16.7,23.5,6.2,10.3,81.1,8.4,3.3,2.1,1.1,4.0,23.0,445468.0,80.9,13.8,5.0,0.2,7.4
1213,Hartley,TX,35.84008013,-102.6029022,5821.0,2076.0,1866.0,195.0,0.899,0.094,179.0,0.0,3524.0,2297.0,26.2,59.6,8.4,0.0,1.4,0.0,64427.0,20676.0,8.1,38.0,14.1,18.1,17.3,12.6,84.0,8.3,0.0,2.3,0.8,4.7,11.9,2049.0,76.2,13.0,8.8,2.0,1.2
1214,Harvey,KS,38.04293782,-97.42747573,34683.0,17034.0,10015.0,6652.0,0.588,0.391,619.0,7.0,17016.0,17667.0,11.7,83.3,1.8,0.3,0.6,0.2,55687.0,26587.0,11.2,38.9,16.3,18.9,9.5,16.4,80.1,10.2,0.0,3.1,2.3,4.4,19.6,16969.0,79.2,14.6,5.6,0.6,2.9
1215,Haskell,KS,37.562039399999996,-100.8710738,4081.0,1383.0,1103.0,261.0,0.7979999999999999,0.18899999999999997,103.0,1.0,2015.0,2066.0,29.4,69.6,0.0,0.1,0.6,0.0,53780.0,24141.0,13.3,29.4,15.4,19.5,20.8,14.9,77.4,11.2,0.0,5.3,1.3,4.7,13.7,1950.0,64.5,19.5,15.1,0.9,3.6
1216,Haskell,OK,35.222576000000004,-95.11513306,12746.0,5014.0,4165.0,783.0,0.831,0.156,404.0,5.0,6323.0,6423.0,4.2,71.2,0.7,13.6,0.6,0.0,38017.0,20009.0,19.2,28.7,16.9,19.1,21.7,13.6,78.1,13.1,0.0,3.8,0.8,4.3,25.3,4659.0,73.9,14.7,11.0,0.3,8.9
1217,Haskell,TX,33.17823584,-99.73037358,5806.0,2211.0,1837.0,353.0,0.831,0.16,86.0,3.0,3247.0,2559.0,27.6,65.8,3.1,0.6,0.7,0.0,43529.0,21120.0,19.3,22.9,22.3,19.5,17.2,18.0,79.5,11.9,0.0,4.4,1.4,2.9,16.1,2180.0,62.4,18.7,18.1,0.8,9.5
1218,Hawaii,HI,19.60121157,-155.5210167,196325.0,87716.0,26851.0,58683.0,0.306,0.669,1300.0,31.0,97677.0,98648.0,12.5,30.3,0.6,0.2,21.5,11.4,56395.0,26959.0,17.4,32.0,23.7,24.8,11.5,8.0,73.8,12.6,1.2,2.2,1.9,8.4,25.3,84962.0,69.7,19.5,10.5,0.3,6.8
1219,Hawkins,TN,36.44355426,-82.94885298,56402.0,24776.0,20372.0,4069.0,0.8220000000000001,0.16399999999999998,1300.0,29.0,27525.0,28877.0,1.4,95.3,1.3,0.2,0.5,0.0,38728.0,22141.0,19.3,23.9,19.6,22.6,11.5,22.4,89.0,6.8,0.6,0.3,1.1,2.2,25.3,21867.0,80.7,13.0,6.3,0.0,7.4
1220,Hayes,NE,40.52451972,-101.0603568,957.0,534.0,494.0,34.0,0.925,0.064,25.0,0.0,494.0,463.0,5.9,93.8,0.0,0.0,0.0,0.0,44946.0,27183.0,9.0,42.8,13.7,15.5,20.3,7.6,75.8,10.4,0.4,3.8,0.6,9.0,24.5,502.0,62.0,19.1,18.9,0.0,1.6
1221,Hays,TX,30.05669873,-98.02944344,194843.0,108822.0,47427.0,59213.0,0.436,0.544,6132.0,87.0,96973.0,97870.0,37.8,55.3,3.5,0.2,1.3,0.0,62815.0,29253.0,15.3,37.5,18.7,25.7,9.2,9.0,78.9,9.8,0.8,2.0,2.1,6.4,30.1,99069.0,75.3,17.6,6.9,0.3,5.3
1222,Haywood,NC,35.55269063,-82.98196486,59854.0,36265.0,22698.0,13095.0,0.626,0.361,751.0,36.0,29008.0,30846.0,3.7,93.1,1.0,0.4,0.5,0.0,45538.0,27166.0,16.6,31.7,21.1,20.7,13.0,13.5,83.9,8.7,0.5,1.8,1.9,3.1,22.8,25518.0,77.7,14.4,7.6,0.3,5.1
1223,Haywood,TN,35.58332824,-89.28536625,17944.0,7420.0,3338.0,4000.0,0.45,0.539,1339.0,28.0,8404.0,9540.0,4.3,44.4,50.0,0.0,0.1,0.1,36118.0,21453.0,19.1,22.8,18.6,23.4,9.2,25.9,88.7,7.9,0.0,0.6,1.3,1.4,22.8,7686.0,76.6,17.2,6.2,0.0,6.8
1224,Heard,GA,33.29686567,-85.12886832,11607.0,5397.0,4516.0,824.0,0.8370000000000001,0.153,241.0,6.0,5762.0,5845.0,0.7,85.0,10.0,0.0,0.5,0.1,44897.0,20946.0,17.4,23.6,17.8,17.7,17.9,23.0,86.1,10.6,0.3,0.7,1.2,1.0,37.6,4797.0,72.3,17.9,9.5,0.3,9.6
1225,Hemphill,TX,35.83764858,-100.2703577,4152.0,1720.0,1486.0,206.0,0.8640000000000001,0.12,156.0,1.0,1976.0,2176.0,35.2,61.8,0.7,0.4,0.3,0.0,68679.0,29470.0,8.8,31.3,15.4,25.7,17.3,10.2,76.2,15.5,0.0,4.6,0.0,3.6,16.0,1898.0,73.7,16.9,9.4,0.0,6.9
1226,Hempstead,AR,33.73325583,-93.66935133,22154.0,6838.0,4463.0,2135.0,0.653,0.312,593.0,5.0,10380.0,11774.0,12.5,55.2,29.5,0.3,0.1,0.4,38701.0,18817.0,25.3,26.9,18.4,18.2,13.2,23.3,82.1,12.2,0.2,1.3,1.1,3.1,19.9,8819.0,75.4,17.4,6.8,0.4,6.4
1227,Henderson,IL,40.81908672,-90.92491462,6927.0,3652.0,2391.0,1186.0,0.655,0.325,137.0,0.0,3404.0,3523.0,1.5,96.3,0.1,0.3,0.7,0.0,47428.0,27949.0,11.3,25.0,21.4,18.3,12.9,22.4,85.4,6.5,0.4,2.2,0.8,4.7,24.8,3331.0,76.7,14.3,8.3,0.7,6.0
1228,Henderson,KY,37.79344553,-87.57392021,46252.0,20688.0,12730.0,7639.0,0.615,0.369,1405.0,29.0,22409.0,23843.0,2.4,87.0,7.1,0.1,0.4,0.0,43458.0,23958.0,19.3,28.6,17.3,22.6,10.4,21.1,86.9,7.8,0.5,1.6,0.8,2.4,20.8,20942.0,82.3,13.1,4.4,0.1,4.8
1229,Henderson,NC,35.33788927,-82.4766782,112156.0,67773.0,39810.0,27014.0,0.5870000000000001,0.39899999999999997,2575.0,67.0,54226.0,57930.0,9.9,83.5,3.1,0.2,1.1,0.1,50454.0,28290.0,11.8,34.0,17.3,23.5,11.0,14.2,80.2,10.2,0.2,1.7,0.9,6.8,21.6,50174.0,80.2,11.7,8.0,0.1,3.5
1230,Henderson,TN,35.65581134,-88.38600175,27889.0,12020.0,9797.0,2092.0,0.815,0.174,1455.0,26.0,13446.0,14443.0,2.2,87.6,8.0,0.0,0.2,0.0,42711.0,21344.0,19.5,29.3,14.5,21.4,12.9,21.9,85.8,8.3,0.2,1.0,1.0,3.7,26.5,11255.0,75.7,17.5,6.8,0.0,9.5
1231,Henderson,TX,32.21128872,-95.85846587,79687.0,36197.0,28816.0,7048.0,0.7959999999999999,0.195,1332.0,36.0,38840.0,40847.0,12.1,78.9,6.6,0.9,0.7,0.1,44888.0,24315.0,18.0,29.1,19.6,22.9,14.4,14.0,82.0,12.0,0.1,1.2,0.6,4.0,30.6,31087.0,76.2,14.9,8.7,0.2,6.2
1232,Hendricks,IN,39.76719009,-86.51037283,158170.0,88430.0,53688.0,32453.0,0.607,0.36700000000000005,3678.0,140.0,78924.0,79246.0,3.6,85.8,6.0,0.2,2.5,0.0,74245.0,33031.0,5.1,40.4,14.5,24.4,7.8,13.0,87.5,6.3,0.1,0.8,1.1,4.3,27.0,81408.0,84.3,11.3,4.3,0.1,4.5
1233,Hendry,FL,26.55386945,-81.16469006,39064.0,12954.0,7904.0,4929.0,0.61,0.381,2242.0,44.0,20716.0,18348.0,51.9,33.5,10.9,1.5,0.9,0.1,37966.0,18426.0,25.5,20.7,13.7,19.0,32.0,14.6,64.4,14.6,8.8,3.1,4.9,4.2,29.4,16313.0,84.9,10.4,4.7,0.0,8.2
1234,Hennepin,MN,45.00761521,-93.47694895,1224763.0,753159.0,205966.0,532608.0,0.273,0.7070000000000001,36936.0,1002.0,604629.0,620134.0,6.9,69.5,12.5,0.5,7.0,0.0,71154.0,41794.0,11.5,48.5,15.3,22.6,4.5,9.1,73.0,7.9,7.4,3.3,2.7,5.6,23.4,674973.0,85.0,10.2,4.6,0.1,4.6
1235,Henrico,VA,37.53460572,-77.39326555,324073.0,182426.0,63440.0,116572.0,0.348,0.639,6526.0,240.0,153299.0,170774.0,5.4,54.2,29.3,0.2,8.0,0.0,66447.0,36497.0,10.4,44.4,15.4,26.1,5.8,8.3,82.9,9.2,1.1,0.9,0.7,5.2,22.3,168806.0,80.2,15.7,4.0,0.1,5.8
1236,Henry,AL,31.51148016,-85.24267944,17110.0,9266.0,6593.0,2589.0,0.7120000000000001,0.27899999999999997,747.0,6.0,8208.0,8902.0,2.5,68.7,27.8,0.0,0.0,0.0,45569.0,23983.0,13.7,32.8,19.0,19.4,11.0,17.8,85.9,7.5,0.0,0.7,3.3,2.6,25.6,6949.0,80.5,14.7,4.8,0.1,6.7
1237,Henry,GA,33.4533428,-84.14814659999999,217506.0,122742.0,48187.0,73276.0,0.39299999999999996,0.597,6395.0,114.0,104175.0,113331.0,6.5,46.7,40.7,0.1,3.3,0.0,64752.0,26924.0,11.4,33.5,15.8,26.9,9.0,14.7,81.0,9.8,1.0,0.5,1.2,6.5,33.6,100413.0,77.1,18.3,4.5,0.1,7.7
1238,Henry,IA,40.98767962,-91.54436349,19865.0,9964.0,6507.0,3275.0,0.653,0.32899999999999996,1178.0,6.0,10099.0,9766.0,4.7,88.6,2.1,0.4,2.5,0.0,52275.0,26340.0,12.2,29.9,18.5,20.1,9.1,22.3,83.3,7.8,0.0,2.8,2.7,3.4,18.7,9304.0,76.7,15.4,7.4,0.5,5.5
1239,Henry,IL,41.3533994,-90.13296166,49649.0,25624.0,15266.0,9762.0,0.596,0.381,888.0,9.0,24610.0,25039.0,5.5,90.8,1.8,0.1,0.6,0.0,55755.0,28443.0,12.5,30.8,16.8,23.0,10.7,18.7,84.8,8.3,0.1,1.8,0.9,4.0,22.0,22901.0,80.5,12.8,6.5,0.1,5.1
1240,Henry,IN,39.93029017,-85.39625719,48649.0,21020.0,15043.0,5543.0,0.716,0.264,1556.0,30.0,25252.0,23397.0,1.7,93.8,2.3,0.2,0.5,0.0,46131.0,23293.0,16.1,28.9,17.9,23.5,9.3,20.5,85.3,8.3,0.2,1.3,0.9,3.9,26.8,20044.0,80.3,12.4,7.0,0.3,7.0
1241,Henry,KY,38.44942688,-85.11587507,15677.0,8107.0,5843.0,2142.0,0.721,0.264,317.0,2.0,7715.0,7962.0,3.2,91.8,3.5,0.3,0.1,0.1,50787.0,23932.0,18.2,22.5,20.6,20.6,14.1,22.2,83.4,11.0,0.3,1.1,0.6,3.5,30.5,7143.0,79.4,12.1,8.2,0.3,6.5
1242,Henry,MO,38.38482826,-93.79293734,21834.0,10776.0,8019.0,2615.0,0.7440000000000001,0.243,444.0,8.0,10783.0,11051.0,2.2,94.0,1.5,0.7,0.2,0.0,41089.0,24371.0,21.2,29.8,16.5,22.3,13.9,17.5,85.2,7.8,0.0,1.5,1.2,4.3,23.2,8906.0,78.1,13.5,8.0,0.3,6.7
1243,Henry,OH,41.333964200000004,-84.06830637,27463.0,14482.0,10273.0,3995.0,0.7090000000000001,0.276,584.0,17.0,13558.0,13905.0,7.5,90.2,0.5,0.1,0.4,0.0,58070.0,27325.0,9.0,30.2,15.4,17.3,11.1,25.9,88.1,7.0,0.3,1.3,0.8,2.5,22.3,13527.0,83.3,11.8,4.7,0.2,4.5
1244,Henry,TN,36.33160906,-88.30121797,32263.0,15034.0,11230.0,3547.0,0.747,0.23600000000000002,860.0,12.0,15627.0,16636.0,2.3,87.5,9.0,0.2,0.1,0.0,40415.0,22952.0,19.7,27.1,16.4,24.7,9.2,22.7,86.0,6.3,0.0,1.2,2.6,3.9,20.9,12680.0,74.8,14.8,10.1,0.3,6.7
1245,Henry,VA,36.68542395,-79.87634026,51956.0,26075.0,16725.0,9127.0,0.6409999999999999,0.35,1397.0,32.0,25038.0,26918.0,5.2,70.3,21.7,0.1,0.7,0.0,36779.0,21473.0,19.2,26.6,17.2,25.8,9.6,20.8,87.3,8.6,0.6,0.3,0.9,2.3,23.6,20659.0,79.8,16.0,3.9,0.3,8.7
1246,Herkimer,NY,43.42034246,-74.96145307,62943.0,24766.0,17038.0,7282.0,0.688,0.294,399.0,10.0,31103.0,31840.0,2.1,94.8,1.0,0.3,0.5,0.0,49077.0,24932.0,14.9,31.4,20.6,23.4,10.1,14.5,80.8,8.5,1.1,4.5,1.0,4.1,23.1,28650.0,76.4,16.6,6.7,0.2,8.2
1247,Hernando,FL,28.55364461,-82.42700204,179144.0,109176.0,70321.0,37446.0,0.644,0.34299999999999997,3812.0,175.0,85782.0,93362.0,12.2,79.3,4.9,0.3,1.2,0.0,44324.0,23495.0,14.3,29.6,19.9,29.7,10.1,10.7,82.0,9.1,0.2,0.9,1.9,5.8,29.6,63962.0,81.8,13.0,4.9,0.2,8.8
1248,Hertford,NC,36.3607755,-76.98104134,24262.0,10590.0,3470.0,7077.0,0.32799999999999996,0.6679999999999999,865.0,34.0,12026.0,12236.0,3.7,33.6,57.4,1.1,0.7,0.1,35806.0,18383.0,23.3,29.7,22.2,21.0,8.1,19.0,86.4,7.2,0.2,3.4,1.3,1.4,24.2,9163.0,74.3,21.9,3.7,0.1,10.0
1249,Hettinger,ND,46.43375068,-102.4632417,2601.0,1306.0,1086.0,195.0,0.8320000000000001,0.149,141.0,2.0,1242.0,1359.0,3.7,91.2,0.7,2.6,0.0,0.2,56118.0,32544.0,9.3,36.2,11.5,26.3,17.9,8.1,78.3,5.6,0.9,9.0,0.3,6.1,19.8,1181.0,65.4,16.3,18.0,0.4,2.2
1250,Hickman,KY,36.67948079999999,-88.97875928,4625.0,2199.0,1714.0,458.0,0.779,0.20800000000000002,125.0,1.0,2156.0,2469.0,1.3,87.2,8.7,0.3,0.3,0.0,38036.0,19764.0,14.8,24.3,20.0,16.5,16.1,23.1,81.0,6.0,0.0,0.2,6.0,6.9,18.9,1631.0,76.8,12.2,11.0,0.0,8.5
1251,Hickman,TN,35.80609681,-87.47643507,24502.0,9832.0,7577.0,2130.0,0.7709999999999999,0.217,846.0,15.0,12830.0,11672.0,2.3,90.6,5.0,0.0,0.2,0.0,39333.0,20936.0,19.7,25.4,17.1,20.3,16.2,21.1,79.4,11.3,0.3,2.0,2.6,4.4,36.3,9659.0,74.9,14.9,10.1,0.1,6.2
1252,Hickory,MO,37.94163617,-93.3203037,9352.0,5080.0,3965.0,1054.0,0.7809999999999999,0.207,255.0,4.0,4547.0,4805.0,1.5,95.3,0.1,1.7,0.0,0.1,34746.0,19711.0,23.3,25.9,18.6,22.1,17.6,15.7,80.4,11.9,0.0,1.9,1.7,4.1,29.7,3207.0,72.6,14.5,12.0,0.9,9.6
1253,Hidalgo,NM,31.91383467,-108.7151824,4446.0,1969.0,1117.0,821.0,0.5670000000000001,0.41700000000000004,125.0,2.0,2179.0,2267.0,57.9,40.8,0.7,0.6,0.0,0.0,31829.0,18338.0,26.0,21.6,29.8,20.9,16.2,11.5,79.7,8.0,0.0,4.1,2.5,5.8,19.9,1614.0,61.4,33.7,4.5,0.4,9.0
1254,Hidalgo,TX,26.39418217,-98.18299696,839539.0,219939.0,89991.0,127507.0,0.409,0.58,35785.0,1952.0,410383.0,429156.0,91.8,6.6,0.4,0.1,0.9,0.0,37097.0,15883.0,31.8,27.0,23.5,25.6,13.0,11.0,80.4,8.8,0.3,1.2,4.4,4.9,21.9,313678.0,71.2,17.2,11.4,0.1,8.1
1255,Highland,OH,39.1839264,-83.60331456,43031.0,19303.0,15369.0,3741.0,0.7959999999999999,0.19399999999999998,580.0,9.0,21262.0,21769.0,0.9,95.5,1.2,0.2,0.4,0.0,42333.0,22079.0,21.6,27.4,15.4,19.4,12.0,25.7,81.4,11.1,0.5,2.2,0.9,3.9,29.2,17468.0,78.3,11.9,9.6,0.2,7.3
1256,Highland,VA,38.35799465,-79.56124594,2213.0,1531.0,1092.0,417.0,0.713,0.272,10.0,0.0,1020.0,1193.0,0.0,99.4,0.0,0.3,0.0,0.0,45094.0,32648.0,10.6,28.4,15.1,26.6,23.1,6.7,72.7,10.3,0.0,12.8,0.0,4.2,22.5,905.0,62.0,29.2,8.8,0.0,0.5
1257,Highlands,FL,27.34254618,-81.34071957,100177.0,52117.0,34846.0,16917.0,0.669,0.325,2706.0,118.0,48518.0,51659.0,18.9,68.4,9.3,0.3,1.5,0.0,36374.0,23020.0,18.7,29.3,21.5,26.6,14.1,8.6,79.8,9.1,2.7,1.7,1.8,4.9,20.4,31980.0,79.8,13.7,6.2,0.3,11.5
1258,Hill,MT,48.62879827,-110.1129252,16468.0,7167.0,3952.0,2972.0,0.551,0.415,896.0,20.0,8332.0,8136.0,3.5,70.2,0.3,22.7,0.4,0.0,45269.0,21780.0,21.2,35.7,19.8,20.6,11.9,12.0,79.4,9.9,0.3,5.7,1.0,3.7,11.7,7144.0,68.4,25.8,5.0,0.9,6.4
1259,Hill,TX,31.99045053,-97.13423143,35098.0,14843.0,11869.0,2829.0,0.8,0.191,858.0,16.0,17374.0,17724.0,20.0,71.3,6.3,0.2,0.3,0.2,45970.0,23342.0,17.5,26.2,18.8,22.7,14.2,18.1,79.9,12.3,0.0,1.4,1.7,4.6,28.5,14579.0,78.0,14.0,7.8,0.3,8.1
1260,Hillsborough,FL,27.9276559,-82.32013172,1351087.0,711722.0,327306.0,376196.0,0.46,0.529,48669.0,816.0,658639.0,692448.0,27.4,50.3,15.5,0.2,3.9,0.1,53742.0,29806.0,15.7,38.4,17.9,26.5,8.6,8.6,80.1,8.8,1.5,1.5,1.9,6.2,27.3,647075.0,83.7,11.7,4.5,0.1,6.8
1261,Hillsborough,NH,42.91537785,-71.7200253,406371.0,3276.0,1722.0,1475.0,0.526,0.45,5615.0,323.0,201775.0,204596.0,6.3,85.7,2.1,0.1,3.8,0.0,75777.0,37622.0,8.6,41.4,15.1,24.5,7.9,11.1,81.5,8.4,0.8,2.2,1.0,6.1,27.9,219781.0,83.2,11.2,5.5,0.1,4.8
1262,Hillsdale,MI,41.88753639,-84.59312019,45909.0,23288.0,17037.0,5883.0,0.732,0.253,579.0,29.0,22902.0,23007.0,2.2,95.1,0.7,0.4,0.4,0.0,46160.0,23831.0,17.0,27.9,16.5,19.5,10.1,26.0,80.3,9.0,0.2,4.5,0.9,5.1,24.7,19345.0,82.6,10.1,7.1,0.2,6.1
1263,Hinds,MS,32.2656285,-90.44435448,243249.0,81811.0,21242.0,59192.0,0.26,0.7240000000000001,8193.0,180.0,113633.0,129616.0,1.5,25.3,71.6,0.1,0.8,0.0,41011.0,22397.0,23.9,32.2,22.2,23.5,7.7,14.4,84.8,9.8,0.6,1.6,1.1,2.1,22.8,105853.0,73.0,21.5,5.4,0.1,10.0
1264,Hinsdale,CO,37.82247444,-107.3004345,820.0,632.0,353.0,255.0,0.5589999999999999,0.40299999999999997,4.0,0.0,384.0,436.0,6.0,90.9,0.0,1.6,0.0,0.0,53056.0,29574.0,12.0,44.6,19.0,16.8,17.5,2.0,67.4,10.2,0.0,16.0,2.8,3.6,12.3,399.0,62.2,28.6,8.8,0.5,4.1
1265,Hitchcock,NE,40.17609175,-101.04164770000001,2860.0,1469.0,1264.0,175.0,0.86,0.11900000000000001,53.0,0.0,1423.0,1437.0,0.8,98.9,0.1,0.0,0.0,0.0,41582.0,25290.0,14.2,26.2,19.4,25.6,13.6,15.2,78.9,8.7,0.2,4.2,0.0,8.0,20.8,1349.0,66.0,16.8,16.2,1.0,3.1
1266,Hocking,OH,39.49537927,-82.47991446,28547.0,13786.0,9554.0,3836.0,0.693,0.278,249.0,9.0,14122.0,14425.0,0.6,96.6,1.0,0.0,0.2,0.0,48073.0,23192.0,14.2,29.5,18.9,22.5,12.2,16.9,85.2,7.6,0.7,1.9,1.0,3.6,32.0,12571.0,76.8,16.7,6.1,0.5,7.4
1267,Hockley,TX,33.60771256,-102.3431676,23273.0,8091.0,6534.0,1481.0,0.8079999999999999,0.183,754.0,19.0,11505.0,11768.0,46.9,47.7,3.6,0.6,0.2,0.1,49184.0,22673.0,14.9,26.2,17.0,24.6,19.4,12.8,78.6,16.2,0.1,2.0,0.7,2.5,19.6,10337.0,81.1,12.7,6.0,0.3,7.4
1268,Hodgeman,KS,38.08780079,-99.89829881,1875.0,1033.0,866.0,151.0,0.838,0.146,36.0,0.0,935.0,940.0,7.7,87.9,0.0,0.1,3.0,0.0,55345.0,28857.0,8.4,42.6,13.5,17.9,16.3,9.7,80.9,6.7,0.0,5.2,0.5,6.7,16.9,991.0,60.1,19.4,20.0,0.5,2.8
1269,Hoke,NC,35.01888303,-79.23651674,52571.0,22078.0,9682.0,12036.0,0.439,0.545,1596.0,25.0,25993.0,26578.0,12.8,40.5,32.5,7.9,1.4,0.1,45713.0,19654.0,21.9,29.4,19.6,22.1,12.8,16.0,85.8,8.7,1.0,0.5,1.1,2.8,27.1,17925.0,73.2,23.2,3.6,0.0,12.4
1270,Holmes,FL,30.86747479,-85.81319222,19483.0,9077.0,8079.0,924.0,0.89,0.102,932.0,12.0,10449.0,9034.0,2.7,87.1,7.3,1.1,0.2,0.2,37474.0,18402.0,26.6,27.9,21.3,22.9,14.5,13.4,84.3,9.2,0.2,1.6,1.1,3.6,28.2,6391.0,71.8,20.6,7.6,0.0,11.5
1271,Holmes,MS,33.12345854,-90.08923538,18267.0,6542.0,1196.0,5182.0,0.183,0.792,1156.0,60.0,8707.0,9560.0,0.3,15.6,83.1,0.0,0.3,0.0,20330.0,12394.0,46.5,24.4,19.6,19.4,10.2,26.3,80.7,14.7,1.4,1.3,1.2,0.8,26.6,4891.0,74.5,22.8,2.7,0.0,19.6
1272,Holmes,OH,40.56163713,-81.92635677,43808.0,12809.0,10645.0,1981.0,0.831,0.155,929.0,14.0,21874.0,21934.0,0.9,97.9,0.2,0.0,0.2,0.0,58728.0,21143.0,12.0,20.8,14.2,18.2,15.4,31.4,52.5,22.0,0.2,6.7,10.2,8.3,20.9,19857.0,79.6,6.1,13.4,0.9,2.8
1273,Holt,MO,40.09799248,-95.21638879999999,4499.0,2344.0,1976.0,338.0,0.843,0.14400000000000002,127.0,1.0,2239.0,2260.0,0.4,96.4,0.3,1.6,0.4,0.0,43981.0,25306.0,12.0,35.0,15.7,20.2,13.4,15.7,78.3,14.1,0.3,3.4,0.9,3.1,20.7,2119.0,73.2,14.6,11.7,0.5,4.2
1274,Holt,NE,42.45522056,-98.78402558,10293.0,5531.0,4766.0,683.0,0.862,0.12300000000000001,328.0,5.0,5157.0,5136.0,4.3,94.0,0.1,0.8,0.5,0.0,52050.0,27858.0,8.9,36.9,17.3,19.9,14.5,11.4,73.4,9.0,0.4,5.0,1.1,11.1,14.3,5662.0,68.8,15.5,15.4,0.2,1.1
1275,Honolulu,HI,21.45803166,-157.97121819999998,990060.0,381627.0,136061.0,238601.0,0.35700000000000004,0.625,13186.0,170.0,498993.0,491067.0,9.6,18.7,2.2,0.1,41.8,8.7,80078.0,33776.0,9.1,35.9,21.3,25.3,8.9,8.6,64.0,14.3,8.6,5.4,4.0,3.7,29.1,467165.0,72.4,21.8,5.6,0.1,4.5
