county,state,evangelicals,mainline protestant,catholic,orthodox,muslim,other
Madison ,IL,59455,24545,37243,590,3298,5330
Madison ,IN,25695,13624,7867,0,0,934
Madison ,IA,1830,3247,810,0,0,133
Madison ,KY,24041,4596,2005,0,308,1324
Madison ,MS,28607,8631,5242,135,616,1445
Madison ,MO,4205,879,436,0,0,190
Madison ,MT,395,515,600,0,0,410
Madison ,NE,12203,4845,9364,0,308,727
Madison ,NY,2780,8060,10810,0,0,358
Madison ,NC,11765,881,274,0,0,2
Madison ,OH,4907,4323,2500,0,0,2013
Madison ,TN,43569,10256,3500,0,308,1277
Madison ,TX,4720,743,1426,0,0,283
Madison ,VA,2264,1927,337,0,0,504
Madison Parish,LA,3130,495,94,0,0,0
Magoffin ,KY,3083,249,31,0,0,0
Mahaska ,IA,4039,4497,1040,0,0,355
Mahnomen ,MN,340,884,1800,0,0,2
Mahoning ,OH,27561,22947,71180,4037,308,1437
Major ,OK,3855,1385,53,0,0,0
Malheur ,OR,3208,1304,8060,0,0,5611
Manassas city,VA,6051,8269,27114,150,3436,5826
Manassas Park city,VA,3138,0,0,0,0,922
Manatee ,FL,48255,17180,50700,960,0,2347
Manistee ,MI,2545,2329,5106,0,0,111
Manitowoc ,WI,13965,8051,35564,0,0,259
Marathon ,WI,23686,20779,41260,40,0,1196
Marengo ,AL,10671,1906,386,0,0,224
Maricopa ,AZ,534453,104145,520651,13379,6817,312574
Maries ,MO,2634,706,706,0,0,139
Marin ,CA,8817,9458,77114,1525,1109,12119
Marinette ,WI,6205,3866,10053,0,0,1
Marion ,AL,16308,1460,474,0,0,220
Marion ,AR,5093,917,340,0,0,3
Marion ,FL,59057,16032,31957,82,1397,4456
Marion ,GA,1704,467,187,0,0,15
Marion ,IL,13916,3790,2543,0,3298,4025
Marion ,IN,143339,88116,99990,2199,2657,18087
Marion ,IA,5533,11749,2368,40,0,374
Marion ,KS,4813,2036,160,35,0,4
Marion ,KY,4601,988,6511,0,0,269
Marion ,MS,14840,2412,226,0,0,443
Marion ,MO,10356,3472,2721,0,0,550
Marion ,OH,7229,9328,2500,0,0,566
Marion ,OR,46619,12797,62607,0,0,11663
Marion ,SC,8160,2325,150,0,0,2166
Marion ,TN,7840,1803,200,0,0,229
Marion ,TX,2477,451,407,0,0,4
Marion ,WV,7649,10344,5819,25,0,873
Mariposa ,CA,2048,578,4671,0,0,431
Marlboro ,SC,5240,3914,50,0,0,242
Marquette ,MI,5539,10113,15626,45,0,813
Marquette ,WI,3450,1367,2567,0,0,2
Marshall ,AL,43707,7868,8382,0,0,613
Marshall ,IL,1328,2927,2282,0,0,1
Marshall ,IN,9281,4699,2044,0,0,251
Marshall ,IA,5137,8752,7364,0,0,584
Marshall ,KS,1760,2502,2072,0,0,110
Marshall ,KY,14757,2978,783,0,0,2
Marshall ,MN,736,3830,2000,0,0,0
Marshall ,MS,11233,2064,264,0,0,1
Marshall ,OK,6502,1137,956,0,0,0
Marshall ,SD,1489,1397,852,0,0,2
Marshall ,TN,14222,2016,600,0,0,2
Marshall ,WV,2722,5541,4040,22,0,1743
Martin ,FL,13636,11467,31282,200,1397,3454
Martin ,IN,2357,1232,2622,0,0,0
Martin ,KY,2508,171,13,0,0,0
Martin ,MN,6869,6687,3776,0,0,186
Martin ,NC,8445,2426,381,0,0,22
Martin ,TX,1641,341,1000,0,0,61
Martinsville city,VA,6850,2881,650,0,0,4
Mason ,IL,3134,2665,685,0,0,96
Mason ,KY,4790,3822,1200,0,0,426
Mason ,MI,4223,3581,4385,0,0,511
Mason ,TX,1180,1120,553,0,0,0
Mason ,WA,3327,2435,8536,0,0,2649
Mason ,WV,1849,4296,171,0,0,0
Massac ,IL,7724,1808,300,0,0,89
Matagorda ,TX,9799,2847,8143,0,0,398
Matanuska-Susitna Borough,AK,15076,2271,3354,112,0,5650
Mathews ,VA,2495,2065,263,0,0,0
Maui ,HI,15928,3902,35179,15,308,14353
Maury ,TN,24645,5864,3900,0,308,1915
Maverick ,TX,4001,796,12600,0,0,1290
Mayes ,OK,16552,2623,900,0,0,571
McClain ,OK,13905,2371,878,0,0,262
McCone ,MT,125,565,300,0,0,0
McCook ,SD,806,1213,1134,0,0,1
McCormick ,SC,1317,900,290,0,0,13
McCracken ,KY,35847,6106,4308,0,0,800
McCreary ,KY,3287,391,42,0,0,249
McCulloch ,TX,2657,822,1100,0,0,116
McCurtain ,OK,14352,2422,215,0,0,381
McDonald ,MO,5477,1022,567,0,0,334
McDonough ,IL,4210,4381,1445,0,1649,2103
McDowell ,NC,15654,2406,460,0,0,426
McDowell ,WV,2604,914,313,0,0,471
McDuffie ,GA,8887,1622,573,0,0,29
McHenry ,IL,22386,25985,108465,54,6596,8809
McHenry ,ND,498,2794,1370,0,0,3
McIntosh ,GA,2358,806,397,0,0,259
McIntosh ,ND,688,1656,464,0,0,1
McIntosh ,OK,7348,981,132,0,0,7
McKean ,PA,5050,7447,7987,0,0,83
McKenzie ,ND,712,1399,574,0,0,4
McKinley ,NM,8675,574,13200,0,308,9910
McLean ,IL,34238,22803,15215,58,6596,8580
McLean ,KY,4813,1463,245,0,0,0
McLean ,ND,2152,3789,2230,10,0,1
McLennan ,TX,82151,22333,27864,160,5084,7894
McLeod ,MN,17831,3768,8020,0,0,304
McMinn ,TN,31806,4849,986,0,0,464
McMullen ,TX,214,0,219,0,0,0
McNairy ,TN,12201,1637,150,0,0,3
McPherson ,KS,9497,7791,900,0,0,8
McPherson ,NE,60,61,0,0,0,0
McPherson ,SD,466,1188,351,0,0,0
Meade ,KS,1420,1078,834,0,0,0
Meade ,KY,10566,1244,4227,0,0,877
Meade ,SD,1925,2314,1988,0,0,260
Meagher ,MT,105,124,250,0,0,48
Mecklenburg ,NC,204287,138743,78692,8724,2972,20979
Mecklenburg ,VA,10502,3418,534,0,0,22
Mecosta ,MI,5420,2432,4796,0,0,450
Medina ,OH,18538,19057,48514,40,0,2607
Medina ,TX,6803,2095,13097,0,0,513
Meeker ,MN,2889,7341,5946,0,0,0
Meigs ,OH,3909,2115,283,0,0,118
Meigs ,TN,5516,644,0,0,0,0
Mellette ,SD,202,479,80,0,0,103
Menard ,IL,3034,1765,954,0,0,5
Menard ,TX,357,308,500,0,0,0
Mendocino ,CA,4912,2730,15081,0,0,6014
Menifee ,KY,708,34,0,0,0,0
Menominee ,MI,2416,3469,8038,0,0,231
Menominee ,WI,142,0,2850,0,0,1
Merced ,CA,26640,3673,102005,64,1109,5884
Mercer ,IL,968,4906,1521,0,0,3
Mercer ,KY,13549,1703,848,0,0,503
Mercer ,MO,2138,499,50,0,0,1
Mercer ,NJ,17274,29638,121650,1960,5122,17115
Mercer ,ND,3556,1926,1157,0,0,118
Mercer ,OH,3375,5599,23728,0,0,1
Mercer ,PA,13739,21831,28244,929,0,612
Mercer ,WV,17020,6683,1560,76,308,486
Meriwether ,GA,6338,1694,145,0,0,44
Merrick ,NE,1069,2309,948,0,0,3
Merrimack ,NH,5195,12791,24654,580,0,2097
Mesa ,CO,25054,7062,7939,80,0,10593
Metcalfe ,KY,5797,781,80,0,0,390
Miami ,IN,6182,5745,1118,0,0,485
Miami ,KS,5378,3800,5850,0,0,1028
Miami ,OH,11232,15247,10860,0,0,556
Miami-Dade ,FL,271814,40287,544449,4440,23064,71458
Middlesex ,CT,3978,15015,46800,85,100,2921
Middlesex ,MA,41270,70053,718209,23641,5580,68480
Middlesex ,NJ,29296,35693,322340,13491,17723,48717
Middlesex ,VA,1931,1919,341,0,0,2
Midland ,MI,14804,10309,12271,0,0,1576
Midland ,TX,48581,9884,30700,0,5084,7357
Mifflin ,PA,11010,9888,1190,0,0,1
Milam ,TX,7592,2888,3853,0,0,187
Millard ,UT,364,28,76,0,0,9911
Mille Lacs ,MN,5890,6192,5987,0,0,555
Miller ,AR,19930,2879,1404,0,0,2
Miller ,GA,1960,387,0,0,0,3
Miller ,MO,8906,861,4192,0,0,3
Mills ,IA,1052,3113,1295,0,0,416
Mills ,TX,3286,436,415,0,0,1
Milwaukee ,WI,116298,51652,199153,9080,9156,24760
Miner ,SD,348,1120,674,0,0,1
Mineral ,CO,421,106,40,0,0,0
Mineral ,MT,406,135,150,0,0,212
Mineral ,NV,497,82,171,0,0,543
Mineral ,WV,4903,5102,1347,0,0,46
Mingo ,WV,5462,1487,265,0,0,1
Minidoka ,ID,2234,523,4149,0,0,7714
Minnehaha ,SD,21832,49759,30335,260,716,2606
Missaukee ,MI,3023,1881,830,0,0,1
Mississippi ,AR,24845,2073,500,0,308,700
Mississippi ,MO,4614,716,353,0,0,0
Missoula ,MT,8936,6409,9800,120,0,5916
Mitchell ,GA,8911,1172,259,0,0,4
Mitchell ,IA,1491,3368,2357,0,0,6
Mitchell ,KS,1738,1300,2010,0,0,0
Mitchell ,NC,9805,1149,198,0,0,1
Mitchell ,TX,3309,612,1650,0,0,0
Mobile ,AL,149286,30312,32003,724,1540,6684
Modoc ,CA,350,146,606,0,0,363
Moffat ,CO,1639,162,1138,150,0,1339
Mohave ,AZ,13180,4061,18500,64,616,8930
Moniteau ,MO,5939,1541,1700,0,0,290
Monmouth ,NJ,16025,37657,262031,6377,7397,31794
Mono ,CA,395,58,12852,0,0,340
Monona ,IA,1714,2518,1207,0,0,1
Monongalia ,WV,7557,9276,7831,230,308,1828
Monroe ,AL,8597,1377,100,0,0,307
Monroe ,AR,4033,732,65,0,0,0
Monroe ,FL,5156,2848,13346,20,1397,2264
Monroe ,GA,6178,1558,0,0,0,41
Monroe ,IL,7306,4327,9218,0,0,217
Monroe ,IN,16945,10021,10350,225,600,3987
Monroe ,IA,520,1698,1583,0,0,1
Monroe ,KY,4749,522,64,0,0,287
Monroe ,MI,24845,9359,31981,140,1563,2309
Monroe ,MS,15001,4403,229,0,0,3
Monroe ,MO,2919,2230,942,0,0,2
Monroe ,NY,60385,53463,191112,2038,9133,28550
Monroe ,OH,4168,2583,756,0,0,0
Monroe ,PA,15363,15128,41650,580,812,3437
Monroe ,TN,25241,2506,500,0,0,1
Monroe ,WV,2491,2239,0,0,0,152
Monroe ,WI,8916,4462,9250,0,0,304
Montague ,TX,7602,1081,1110,0,0,1
Montcalm ,MI,7948,5404,5258,0,0,947
Monterey ,CA,23624,11244,150050,640,2518,18309
Montezuma ,CO,3334,1065,1288,0,0,2331
Montgomery ,AL,69894,31983,9480,85,968,4424
Montgomery ,AR,3532,353,100,0,0,0
Montgomery ,GA,2740,382,0,0,0,0
Montgomery ,IL,7424,4117,2050,0,0,354
Montgomery ,IN,7335,5934,2573,100,0,376
Montgomery ,IA,1164,3913,605,0,0,0
Montgomery ,KS,10083,4904,2900,0,0,826
Montgomery ,KY,6869,1989,293,0,0,1
Montgomery ,MD,104377,73637,122569,9889,12206,70946
Montgomery ,MS,5882,1789,60,0,0,0
Montgomery ,MO,2682,1535,1439,0,0,3
Montgomery ,NY,1954,5905,13946,0,0,137
Montgomery ,NC,7373,3087,681,56,0,3
Montgomery ,OH,93334,47961,78909,4205,1678,14123
Montgomery ,PA,54215,103475,301220,2945,3252,43532
Montgomery ,TN,54831,10902,7500,40,308,3977
Montgomery ,TX,119207,30729,58383,90,10168,18167
Montgomery ,VA,15609,9449,3249,0,3686,5115
Montmorency ,MI,1452,539,764,0,0,1
Montour ,PA,798,4219,2932,0,0,0
Montrose ,CO,3721,1785,2916,0,0,2826
Moody ,SD,339,1973,1943,0,0,5
Moore ,NC,21490,12675,5653,0,0,875
Moore ,TN,1449,575,0,0,0,3
Moore ,TX,7862,1465,1239,0,2542,2837
Mora ,NM,307,62,2795,0,0,14
Morehouse Parish,LA,12005,1365,393,0,0,331
Morgan ,AL,59647,11687,8380,0,0,941
Morgan ,CO,3764,2790,6871,0,0,763
Morgan ,GA,6041,2293,353,0,0,130
Morgan ,IL,5851,5934,4495,0,0,635
Morgan ,IN,15772,5458,3003,0,0,602
Morgan ,KY,2600,315,52,0,0,1
Morgan ,MO,5887,2117,1278,0,0,1
Morgan ,OH,1999,1610,129,0,0,2
Morgan ,TN,8556,369,56,0,0,1
Morgan ,UT,0,69,0,0,0,8418
Morgan ,WV,1204,2667,715,0,0,7
Morrill ,NE,1288,585,550,70,0,1
Morris ,KS,949,1572,900,0,0,0
Morris ,NJ,25971,32353,206700,3145,4474,22414
Morris ,TX,5540,794,703,0,0,1
Morrison ,MN,3874,2871,15614,0,0,1
Morrow ,OH,4301,3598,425,0,0,7
Morrow ,OR,880,661,3084,0,0,794
Morton ,KS,643,412,434,0,0,156
Morton ,ND,3107,4780,14554,0,0,5
Motley ,TX,831,91,85,0,0,0
Moultrie ,IL,5148,2337,396,0,0,3
Mountrail ,ND,124,1770,2449,0,0,391
Mower ,MN,3572,12697,9399,0,0,316
Muhlenberg ,KY,19645,1922,245,0,0,246
Multnomah ,OR,73465,31544,112380,3915,2140,39040
Murray ,GA,12698,938,0,0,0,0
Murray ,MN,1166,3190,2330,0,0,0
Murray ,OK,6100,1129,246,0,0,2
Muscatine ,IA,3262,7542,6120,0,0,679
Muscogee ,GA,65368,20016,8738,80,2286,5571
Muskegon ,MI,18063,14051,13687,350,1563,2464
Muskingum ,OH,10638,14587,5170,0,0,1052
Muskogee ,OK,37906,6616,2500,0,308,1781
Musselshell ,MT,253,232,751,0,0,273
Nacogdoches ,TX,19925,3486,6411,0,0,870
Nance ,NE,224,755,1275,0,0,2
Nantucket ,MA,158,1058,2642,0,0,207
Napa ,CA,13323,2923,47968,80,3327,6725
Nash ,NC,29265,8321,1400,0,0,604
Nassau ,FL,22310,4701,5192,0,0,892
Nassau ,NY,39923,50181,677149,16758,15690,102012
Natchitoches Parish,LA,11747,1742,4602,0,15,402
Natrona ,WY,9306,5266,7824,235,0,5026
Navajo ,AZ,13966,1410,6600,0,0,24727
Navarro ,TX,17023,4041,1800,0,0,450
Nelson ,KY,10421,2387,10007,0,0,234
Nelson ,ND,168,2411,429,0,0,2
Nelson ,VA,4867,1522,607,0,0,431
Nemaha ,KS,1937,1499,4166,0,0,1
Nemaha ,NE,1243,2449,3150,0,0,7
Neosho ,KS,3000,3475,2500,0,0,135
Neshoba ,MS,14032,2845,691,0,0,252
Ness ,KS,278,1367,1311,0,0,0
Nevada ,AR,1996,580,0,0,0,0
Nevada ,CA,17527,2795,7999,0,0,2732
New Castle ,DE,32993,48124,138172,1166,6816,22672
New Hanover ,NC,45162,25476,14671,375,924,3777
New Haven ,CT,33484,52851,304677,3731,4432,19943
New Kent ,VA,3386,1739,477,0,0,4
New London ,CT,9320,18993,84765,2456,350,5022
New Madrid ,MO,7411,614,1303,0,0,0
New York ,NY,66211,88742,323325,21910,42545,185469
Newaygo ,MI,6971,3249,3242,0,0,266
Newberry ,SC,7402,11037,250,0,0,479
Newport ,RI,1522,7579,28392,300,0,1174
Newport News city,VA,28837,16870,8954,1500,3436,8460
Newton ,AR,2137,80,0,0,0,27
Newton ,GA,22731,6938,3170,0,0,716
Newton ,IN,1700,1454,1996,0,0,3
Newton ,MS,10496,1277,121,0,0,1
Newton ,MO,22497,3314,1005,0,0,927
Newton ,TX,3091,249,0,0,0,507
Nez Perce ,ID,5793,2116,1468,0,0,2163
Niagara ,NY,17174,18836,51948,810,1522,3157
Nicholas ,KY,1611,1052,78,0,0,1
Nicholas ,WV,3098,5096,440,0,0,1
Nicollet ,MN,5750,6198,5741,0,0,10
Niobrara ,WY,421,132,105,0,0,85
Noble ,IN,6777,3473,2901,0,308,681
Noble ,OH,1442,1027,1542,0,0,1
Noble ,OK,4816,2642,350,0,0,0
Nobles ,MN,3912,5016,5620,0,0,245
Nodaway ,MO,4259,4178,3403,0,0,495
Nolan ,TX,7029,1466,1700,0,0,183
Nome Census Area,AK,1127,2198,880,100,0,158
Norfolk ,MA,11323,33086,355321,3539,4616,30593
Norfolk city,VA,41600,24956,11457,2285,10308,18284
Norman ,MN,849,3571,700,0,0,0
North Slope Borough,AK,453,797,165,0,0,124
Northampton ,NC,3180,1796,0,0,0,4
Northampton ,PA,17794,54336,81456,2200,400,2817
Northampton ,VA,1636,2259,362,0,0,4
Northumberland ,PA,9794,21455,14540,76,1626,2662
Northumberland ,VA,2359,2569,0,0,0,2
Northwest Arctic Borough,AK,1644,408,240,0,0,93
Norton ,KS,1851,807,617,0,0,4
Norton city,VA,1528,43,149,0,0,2
Nottoway ,VA,3653,2083,140,0,0,447
Nowata ,OK,2566,969,50,0,0,6
Noxubee ,MS,2669,858,60,0,0,4
Nuckolls ,NE,808,1395,739,0,0,3
Nueces ,TX,67711,14421,111687,515,2542,9919
Nye ,NV,3887,486,5875,0,0,3383
Oakland ,MI,155826,73373,289116,13844,9378,58590
Obion ,TN,18444,2845,558,0,0,0
O'Brien ,IA,4036,5622,1388,0,0,0
Ocean ,NJ,14510,28029,173318,1280,2949,56416
Oceana ,MI,1819,2435,5084,0,0,242
Ochiltree ,TX,4306,964,1680,0,0,99
Oconee ,GA,12353,3723,0,200,0,13
Oconee ,SC,34998,3996,2491,0,0,818
Oconto ,WI,6833,3271,7931,0,0,1
Ogemaw ,MI,2576,1101,2839,0,0,306
Ogle ,IL,5464,8512,7675,0,0,253
Oglethorpe ,GA,2855,214,0,0,0,34
Ohio ,IN,1068,692,0,0,0,2
Ohio ,KY,12741,1042,530,0,0,125
Ohio ,WV,3963,8919,13134,180,308,1615
Okaloosa ,FL,47236,20414,9085,337,1397,7666
Okanogan ,WA,5331,1517,4627,0,0,1599
Okeechobee ,FL,9482,1054,2534,0,0,314
Okfuskee ,OK,5215,482,15,0,0,7
Oklahoma ,OK,325241,83693,61318,1807,2232,26587
Okmulgee ,OK,20771,3224,1150,0,0,720
Oktibbeha ,MS,13385,5656,1219,0,308,522
Oldham ,KY,12266,6827,7464,0,0,1315
Oldham ,TX,964,119,200,0,0,0
Oliver ,ND,0,413,417,0,0,0
Olmsted ,MN,26365,28625,33236,200,488,3781
Oneida ,ID,45,17,0,0,0,3547
Oneida ,NY,9119,18610,86750,270,2422,4416
Oneida ,WI,5151,4654,10327,16,0,465
Onondaga ,NY,25349,42255,163488,4152,6566,18569
Onslow ,NC,30825,8398,7579,0,308,2704
Ontario ,NY,5366,12950,25433,750,0,878
Ontonagon ,MI,812,1381,1416,0,0,1
Orange ,CA,345893,76574,797473,13406,24674,141815
Orange ,FL,216980,57086,145082,4620,12572,41245
Orange ,IN,4811,3414,370,0,0,0
Orange ,NY,14437,19326,131308,973,3644,30221
Orange ,NC,16239,20422,13432,0,308,5955
Orange ,TX,34585,3324,10228,0,0,2106
Orange ,VT,438,2443,1218,0,0,46
Orange ,VA,8998,2152,513,0,0,42
Orangeburg ,SC,26734,15336,1125,0,200,2313
Oregon ,MO,4537,350,136,0,0,0
Orleans ,NY,2163,7118,6819,0,0,32
Orleans ,VT,822,1485,5312,0,0,323
Orleans Parish,LA,33089,17055,106088,1049,1848,12006
Osage ,KS,2573,3187,958,0,0,7
Osage ,MO,1915,439,7298,0,0,211
Osage ,OK,12337,1783,1500,0,0,150
Osborne ,KS,884,1024,368,0,0,0
Osceola ,FL,36206,6533,42412,230,8382,12323
Osceola ,IA,938,2862,835,0,0,0
Osceola ,MI,4028,2671,1503,0,0,167
Oscoda ,MI,1334,342,837,0,0,1
Oswego ,NY,5504,10408,25395,0,0,860
Otero ,CO,2037,1941,10415,0,0,592
Otero ,NM,8947,2913,11862,0,0,1712
Otoe ,NE,797,6549,3496,0,0,546
Otsego ,MI,2224,1603,5800,0,0,305
Otsego ,NY,1829,9637,11599,25,0,1094
Ottawa ,KS,624,1399,443,0,0,1
Ottawa ,MI,71034,41597,24710,0,0,1845
Ottawa ,OH,2342,11389,7243,38,0,8
Ottawa ,OK,18851,2630,1000,0,0,646
Otter Tail ,MN,14569,18018,7813,0,0,199
Ouachita ,AR,13411,2114,100,0,0,173
Ouachita Parish,LA,64281,11018,10152,30,323,2071
Ouray ,CO,240,186,499,0,0,1
Outagamie ,WI,31447,22908,72014,224,308,2635
Overton ,TN,5879,2189,0,0,0,0
Owen ,IN,3051,1950,270,0,0,2
Owen ,KY,5463,495,200,0,0,0
Owsley ,KY,939,605,37,0,0,0
Owyhee ,ID,813,108,396,0,0,2014
Oxford ,ME,3045,3085,3708,0,0,719
Ozark ,MO,1352,482,151,0,0,3
Ozaukee ,WI,14469,10289,28644,250,0,1244
Pacific ,WA,1244,1515,2728,0,0,821
Page ,IA,2902,4919,774,0,0,645
Page ,VA,3650,3987,350,0,0,175
Palm Beach ,FL,143738,44223,210006,5695,11426,62520
Palo Alto ,IA,1444,3008,2798,0,0,0
Palo Pinto ,TX,12679,1376,1152,0,0,429
Pamlico ,NC,2336,2127,187,0,0,2
Panola ,MS,11538,3407,360,0,0,28
Panola ,TX,8003,1736,1299,0,0,8
Park ,CO,1094,187,700,2,0,91
Park ,MT,1226,1235,1504,0,0,654
Park ,WY,3518,2732,2985,0,0,3196
Parke ,IN,3861,1906,225,0,0,2
Parker ,TX,50787,8284,4493,0,0,999
Parmer ,TX,5036,1131,1700,0,0,2
Pasco ,FL,42599,12376,41497,1350,400,2979
Pasquotank ,NC,10148,3688,1545,0,0,946
Passaic ,NJ,20164,15796,199315,5990,27915,44397
Patrick ,VA,5704,1780,47,0,0,115
Paulding ,GA,27282,5138,2714,160,0,1163
Paulding ,OH,2749,2967,4532,0,0,2
Pawnee ,KS,1012,1513,1168,0,0,3
Pawnee ,NE,458,722,696,0,0,3
Pawnee ,OK,7231,1231,22,0,0,376
Payette ,ID,2360,1151,2299,0,0,3662
Payne ,OK,23907,8260,3000,0,308,2035
Peach ,GA,7996,1388,730,0,0,471
Pearl River ,MS,26655,1918,4079,0,0,2260
Pecos ,TX,2596,793,3700,0,0,126
Pembina ,ND,852,3111,1238,0,0,2
Pemiscot ,MO,9265,945,263,0,0,1
Pend Oreille ,WA,1057,492,653,0,0,193
Pender ,NC,9557,4529,2008,0,0,742
Pendleton ,KY,7322,766,560,0,0,0
Pendleton ,WV,1749,1792,109,0,0,235
Pennington ,MN,1254,6113,2100,0,0,1
Pennington ,SD,16338,14196,7072,60,308,3760
Penobscot ,ME,7523,9715,16581,300,100,2936
Peoria ,IL,30685,18343,26165,396,19788,22276
Pepin ,WI,568,1773,2180,0,0,140
Perkins ,NE,880,704,802,0,0,0
Perkins ,SD,492,1088,1378,0,0,1
Perquimans ,NC,2974,1911,0,0,0,2
Perry ,AL,2905,936,0,0,0,5
Perry ,AR,3324,50,250,0,0,0
Perry ,IL,7340,2363,3029,0,0,0
Perry ,IN,999,1867,5955,0,0,307
Perry ,KY,8245,791,188,0,0,301
Perry ,MS,5951,514,0,0,0,0
Perry ,MO,5187,307,6940,0,0,1
Perry ,OH,2827,3675,3000,0,0,1
Perry ,PA,4714,9527,2000,0,0,346
Perry ,TN,2594,334,0,0,0,298
Pershing ,NV,356,65,707,0,0,500
Person ,NC,8836,4048,640,0,0,271
Petersburg Census Area,AK,432,505,90,15,0,142
Petersburg city,VA,10130,6008,939,0,3436,3944
Petroleum ,MT,0,0,158,0,0,0
Pettis ,MO,16177,4957,2902,0,0,799
Phelps ,MO,13306,1727,2334,0,308,1306
Phelps ,NE,3121,2535,527,0,0,124
Philadelphia ,PA,114439,102627,378561,11276,39540,80599
Phillips ,AR,6170,1052,216,0,0,167
Phillips ,CO,1401,569,613,0,0,0
Phillips ,KS,1528,1953,433,0,0,257
Phillips ,MT,598,763,655,0,0,140
Piatt ,IL,2262,3507,761,0,0,1
Pickaway ,OH,4350,5296,1750,0,0,6
Pickens ,AL,9795,1603,74,0,308,312
Pickens ,GA,3627,1982,1349,0,0,8
Pickens ,SC,46242,9640,2868,0,700,963
Pickett ,TN,1695,223,0,0,0,0
Pierce ,GA,10065,917,0,0,0,0
Pierce ,NE,2887,1673,1148,0,0,0
Pierce ,ND,426,1386,1562,0,0,1
Pierce ,WA,121041,34906,69558,605,616,49446
Pierce ,WI,3275,9316,6790,0,0,137
Pike ,AL,10098,2442,215,0,0,325
Pike ,AR,5540,456,250,0,0,171
Pike ,GA,6159,574,0,0,0,41
Pike ,IL,4383,1778,364,0,0,222
Pike ,IN,1444,1544,373,0,0,0
Pike ,KY,17720,2227,293,0,0,213
Pike ,MS,18121,2617,1453,50,0,307
Pike ,MO,6585,1867,1250,0,0,2
Pike ,OH,4281,933,275,0,0,7
Pike ,PA,1351,3533,12500,0,0,4
Pima ,AZ,98278,37037,203770,2260,308,45011
Pinal ,AZ,20514,5869,39268,200,358,15394
Pine ,MN,4351,4064,4553,0,0,451
Pinellas ,FL,93022,65326,112948,18285,13372,30563
Pipestone ,MN,3210,3283,1949,0,0,183
Piscataquis ,ME,855,2108,320,0,0,318
Pitkin ,CO,409,575,1234,0,0,905
Pitt ,NC,36334,23029,5489,50,350,1855
Pittsburg ,OK,24501,3044,1500,12,0,908
Pittsylvania ,VA,17941,4863,0,0,0,132
Piute ,UT,0,0,0,0,0,1036
Placer ,CA,58135,6376,51342,400,0,17462
Plaquemines Parish,LA,3859,409,8790,0,0,19
Platte ,MO,10560,8281,11380,0,0,1974
Platte ,NE,8327,4214,13543,0,0,559
Platte ,WY,1259,862,779,0,0,310
Pleasants ,WV,760,1626,165,0,0,0
Plumas ,CA,1667,846,1216,0,0,764
Plymouth ,IA,2944,6937,8529,0,0,8
Plymouth ,MA,13159,23724,165985,1140,0,6129
Pocahontas ,IA,152,2672,1721,0,0,0
Pocahontas ,WV,1368,1204,115,0,0,1
Poinsett ,AR,14663,1278,209,0,0,135
Pointe Coupee Parish,LA,1580,507,10808,0,0,1
Polk ,AR,8788,1209,570,0,0,532
Polk ,FL,148424,31347,45251,307,2794,8630
Polk ,GA,18286,2532,3263,0,0,317
Polk ,IA,53822,61821,62867,646,1724,9331
Polk ,MN,3311,9582,6500,0,0,292
Polk ,MO,9565,1961,633,0,0,8
Polk ,NE,719,1526,806,0,0,0
Polk ,NC,6868,2443,1156,0,0,35
Polk ,OR,8520,2127,2522,0,0,4734
Polk ,TN,10658,644,190,0,0,0
Polk ,TX,9475,2469,1808,0,0,753
Polk ,WI,6480,10596,3716,130,0,15
Pondera ,MT,1392,430,900,0,0,276
Pontotoc ,MS,17404,1767,325,0,0,0
Pontotoc ,OK,16504,3076,574,0,308,890
Pope ,AR,21515,4163,1527,0,308,1106
Pope ,IL,1105,99,0,0,0,2
Pope ,MN,978,5172,1339,0,0,2
Poquoson city,VA,2024,2848,0,0,0,139
Portage ,OH,10589,11757,19905,222,308,1473
Portage ,WI,6390,5687,28520,0,0,392
Porter ,IN,23857,10640,29583,860,0,1136
Portsmouth city,VA,22450,10831,3558,0,3436,3814
Posey ,IN,3117,3802,5891,0,0,145
Pottawatomie ,KS,1989,2664,2821,0,0,2
Pottawatomie ,OK,37727,4971,1534,0,0,35
Pottawattamie ,IA,11369,13430,8947,80,0,2384
Potter ,PA,2154,2270,1876,0,0,0
Potter ,SD,512,395,1245,0,0,35
Potter ,TX,60758,8229,15904,80,2542,6588
Powder River ,MT,73,177,375,0,0,33
Powell ,KY,3951,479,78,0,0,200
Powell ,MT,574,112,435,0,0,570
Power ,ID,508,681,2072,0,0,3066
Poweshiek ,IA,2682,4905,1615,0,0,8
Powhatan ,VA,6175,1537,1434,0,0,332
Prairie ,AR,3248,760,176,0,0,0
Prairie ,MT,138,191,174,0,0,0
Pratt ,KS,1524,1955,1655,0,0,167
Preble ,OH,6940,4974,845,0,0,319
Prentiss ,MS,14314,2821,70,0,0,408
Presidio ,TX,523,247,3200,0,0,34
Presque Isle ,MI,3285,911,3872,0,0,168
Preston ,WV,2302,4777,1349,0,0,366
Price ,WI,2224,1445,4502,0,0,3
Prince Edward ,VA,2636,2382,699,0,0,53
Prince George ,VA,8151,1967,1252,0,0,672
Prince George's ,MD,179374,51153,83959,1218,7896,28743
Prince of Wales-Hyder Census Area,AK,965,145,450,0,0,199
