county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Stafford,KS,38.03100851,-98.71762001,4251,2017,1631,355,0.809,0.176,93,1,2142,2109,13.3,83.7,0.7,0.1,0.2,0,47121,25941,14.5,35.2,18.4,22.9,15.5,8.1,76.5,12,0.1,3.9,2.4,5.2,19.3,2032,64,24,11.3,0.7,3.7
Stafford,VA,38.41758738,-77.45917053,141159,79257,37636,40245,0.475,0.508,2452,21,70984,70175,11.7,63.7,16.4,0.3,3.1,0.1,103005,39158,4.7,47.3,15.9,22.5,8.5,5.9,74.5,13.8,4.1,0.9,1,5.7,40.9,68238,64.5,31.7,3.6,0.1,4.3
Stanislaus,CA,37.55862499,-120.9970722,535684,195857,94152,97430,0.481,0.497,17979,401,264824,270860,45,43.4,2.5,0.4,5.4,0.6,54260,24007,17.2,27.2,18,23.8,14.4,16.7,80.5,10.9,0.8,1.5,1.7,4.6,28.2,219505,79.4,13.8,6.7,0.2,11.8
Stanley,SD,44.41381872,-100.7349153,2994,1652,1203,421,0.728,0.255,101,0,1552,1442,1.1,87.8,0,8.4,0,0.9,63233,32862,5.8,38.1,15.7,21.3,16.1,8.8,76.8,10,0.3,4.3,1.6,7,16.4,1794,71.3,22.2,6.4,0,1
Stanly,NC,35.31647813,-80.25093221,60875,33624,25297,8037,0.752,0.239,2468,73,30309,30566,4,81.2,11.1,0.3,1.9,0,46017,23398,15.7,28.8,21.2,20.4,12.9,16.7,83.5,9.5,0.2,1.5,1.1,4.1,25.7,27689,76.3,16,7.5,0.2,8
Stanton,KS,37.56304714,-101.7843534,2107,767,607,147,0.791,0.192,52,2,996,1111,37.4,59.2,0.4,0.3,0,0,42222,21062,10.8,40.1,12.5,17.7,23.3,6.3,76.4,11.2,1,3.2,2.3,5.8,11.1,999,58.2,20.3,21.5,0,2.1
Stanton,NE,41.9169835,-97.19394708,6020,3165,2561,532,0.809,0.168,86,0,3013,3007,5.3,92.2,1.3,0,0.3,0,57534,29517,9.5,28.7,19,18.3,14.3,19.7,82.1,7.7,0,2.8,0.7,6.7,18.4,3207,76.5,13.4,9.5,0.6,3.1
Stark,IL,41.09309773,-89.79745866,5551,2881,2000,814,0.694,0.283,102,3,2739,2812,1.4,96.1,0.7,0,0.8,0,52284,30009,14,35.5,16.9,18.8,11.8,17,78.7,8.5,0.5,3.4,1,7.9,24.7,2583,77.1,11.1,10.4,1.4,4.8
Stark,ND,46.80851182,-102.6576326,30316,15050,12110,2499,0.805,0.166,2473,34,15719,14597,5.1,88.6,1.7,1,1.2,0,77328,37978,8.1,31.8,15.3,21.6,15.1,16.2,82.6,9.4,0.5,3.1,0.5,4,18.2,16457,80.3,11.8,7.7,0.2,3.2
Stark,OH,40.81482476,-81.36437305,374273,185714,108610,74336,0.585,0.4,4528,186,181773,192500,1.9,86.8,7.1,0.1,0.8,0,50117,27401,14,32.2,18.7,23.9,8.4,16.8,85.1,8,1.3,1.6,0.7,3.3,21.8,177307,84.8,10,5.1,0.1,6.7
Starke,IN,41.27890281,-86.64686895,22966,10309,7466,2650,0.724,0.257,530,10,11295,11671,3.5,94.5,0.3,0.1,0.5,0,45526,22153,16.7,24.3,16.9,20,12.1,26.7,80.7,13.5,0.2,1.4,0.8,3.5,30.3,9729,85.5,9.8,4.6,0.1,7.6
Starr,TX,26.56150059,-98.73892358,63420,17478,8224,9099,0.471,0.521,3585,186,30815,32605,99.2,0.6,0,0,0.1,0,27133,13167,35,22.3,30.5,17.6,17.9,11.8,69,20.2,0.4,4.5,0.8,5.2,23.1,21423,67.9,22.5,8.3,1.2,15
Ste. Genevieve,MO,37.89090059,-90.1949941,17882,9495,6627,2713,0.698,0.286,480,1,8934,8948,1.1,95.7,2.6,0,0.1,0,50959,26418,16.6,24.7,18.9,18.1,17.6,20.7,80.9,14,0,0.4,0.5,4.1,26.8,8510,86.5,8.7,4.5,0.4,4.6
Stearns,MN,45.55192576,-94.61078221,155300,84647,50960,31883,0.602,0.377,6666,53,78126,77174,3.2,87.8,5,0.3,2.1,0,59564,29148,13.1,32.7,17.9,24,8.8,16.6,79.5,7.5,1.3,4.6,1.3,5.8,20.4,85604,83.2,11.1,5.5,0.2,4.5
Steele,MN,44.02240351,-93.22627088,36612,21076,12656,7917,0.6,0.376,845,4,18225,18387,7.5,87.2,3.2,0.2,0.9,0,58882,29930,9.9,32.8,14.6,23.6,9.2,19.7,86.1,6,1,1.8,1,4.1,18.2,18539,84.7,9.4,5.9,0.1,4.5
Steele,ND,47.45611548,-97.72728747,1915,1088,652,392,0.599,0.36,65,1,1003,912,2.6,97.4,0,0,0,0,65437,40479,3.8,38.8,14.5,18.1,18.8,9.8,66.1,10.1,0.3,8.8,0.9,13.8,17.9,1056,63.5,14.8,21.5,0.2,1.8
Stephens,GA,34.55151201,-83.29405315,25625,11885,9368,2385,0.788,0.201,1293,42,11930,13695,3.2,82.8,11.7,0.3,0.4,0,39756,21657,18.1,28.4,20.4,20.9,9.8,20.4,85.7,7.3,0,2.5,0.5,4,20.9,10114,78.4,16.1,5.5,0,11.7
Stephens,OK,34.48556989,-97.85141892,44293,19057,15560,3154,0.816,0.166,813,8,21476,22817,7.2,80.9,1.8,5.1,0.7,0,44805,25177,15.1,27.4,17.3,23.6,14.5,17.3,82.3,9.7,0.5,2,2.2,3.2,20.4,18448,77.4,14.6,7.7,0.3,6.8
Stephens,TX,32.73553157,-98.83631615,9365,3799,3385,396,0.891,0.104,166,4,4826,4539,23.2,72.1,2.2,0.6,0.5,0,45862,23044,21.3,25.1,18.6,20.3,17.6,18.5,82.5,10.2,0.5,1.5,3,2.3,19.5,3730,72.8,14.6,12.5,0,4.7
Stephenson,IL,42.35129217,-89.662598,45839,21446,12253,8756,0.571,0.408,1242,9,22183,23656,3.6,83.3,9.5,0.1,0.8,0,46427,25792,16.1,28.8,17.7,22.5,11.7,19.2,78.8,11,0.5,2.9,1.9,5,20.5,21253,81.1,11.1,7.6,0.2,8
Sterling,TX,31.82781912,-101.0500746,1139,639,584,51,0.914,0.08,21,0,608,531,40.8,57.4,0.3,0,0,0,50000,25675,17,32.2,15.1,23.3,10.3,19,77.4,0.6,0,1,9.4,11.6,21,515,61.9,23.5,14.6,0,2.6
Steuben,IN,41.64423868,-85.00101094,34459,16175,11322,4509,0.7,0.279,751,9,17441,17018,3.5,94,0.2,0.1,0.5,0,52749,26902,10.1,25.6,15.3,23.8,8.6,26.7,82,10,0.2,2.6,1.5,3.7,22,17154,84.4,9.7,5.7,0.2,4.9
Steuben,NY,42.2689144,-77.3829924,97539,38797,26781,11299,0.69,0.291,1087,57,48550,48989,1.6,93.8,1.6,0.1,1.5,0,50157,27731,14.5,34.3,18.5,20.2,11,15.9,79.5,10.8,0.6,4.3,1.5,3.4,21.7,43232,76.8,16.1,6.8,0.3,7
Stevens,KS,37.1923008,-101.3118967,5741,1997,1731,233,0.867,0.117,245,1,2942,2799,35.2,62,0.1,0.3,0.3,0.2,57500,24691,16.8,33,11.2,16.5,20.7,18.7,80.3,12.3,0,3.1,0.4,3.9,15.7,2569,71.7,14.8,13.5,0,4.5
Stevens,MN,45.58613007,-96.00163705,9759,5062,3044,1921,0.601,0.379,205,1,4850,4909,5,89.1,0.8,1.7,1.9,0.3,57552,31419,15.4,33.9,20.7,20.4,12.4,12.6,76.9,5.9,1.2,9.7,0.5,5.8,11.6,5248,74.2,18,7.6,0.3,2.6
Stevens,WA,48.40035475,-117.8542701,43858,21523,14566,6563,0.677,0.305,282,5,21834,22024,3.5,86.9,0.5,4.3,0.7,0,47272,24707,15.6,29.3,17.6,23.4,15.1,14.7,77.5,10.3,0.8,4,1.7,5.6,27.8,16545,72.3,19.8,7.5,0.4,6.7
Stewart,GA,32.07996777,-84.83208037,5832,1990,801,1182,0.403,0.594,571,16,3618,2214,20.3,25.8,50.3,0.2,2.2,0,22413,14954,41.5,31.6,18,22.6,6.9,20.9,85.7,10.3,0,3.2,0,0.8,26.8,1369,62.7,36.2,1.1,0,11.8
Stewart,TN,36.50235092,-87.83920548,13248,6283,4942,1230,0.787,0.196,362,13,6582,6666,2.6,92,1.1,0.5,0.9,0.3,44090,22680,19,26.9,18.7,22.4,13.9,18.1,82.4,10.6,0.3,1.3,3,2.4,34.7,5181,70.6,23.6,5.6,0.2,8.2
Stillwater,MT,45.67071407,-109.3950061,9342,5707,4430,1155,0.776,0.202,231,3,4651,4691,3.5,93.4,0.2,1,0.2,0,61998,31583,6.5,31.8,15.6,19.1,19.2,14.3,64.5,14.1,1.8,7.7,3.6,8.3,24.1,4508,76.3,12.7,10.5,0.6,3.6
Stoddard,MO,36.85571651,-89.9444155,29634,13410,11460,1814,0.855,0.135,951,15,14405,15229,1.6,95.6,1.5,0.1,0.1,0,40076,21684,16.8,26.5,15.7,24,12.3,21.5,82.9,10.8,0.4,2,1,2.8,22.1,12837,77,13.5,9.5,0,7.1
Stokes,NC,36.4017975,-80.23893369,46124,25525,19997,5258,0.783,0.206,719,12,22555,23569,2.8,91.3,4,0.3,0.4,0,44490,23500,13.9,29.6,18.6,18.6,11.7,21.6,88.4,6.3,0,0.6,0.4,4.2,28.7,20624,80.2,13,6.5,0.3,7
Stone,AR,35.86251946,-92.15684085,12443,5938,4616,1180,0.777,0.199,409,21,6242,6201,1.8,94.9,0.1,0.6,0.1,0,33091,19881,24.2,31.4,18.7,14.1,24.4,11.4,73,10.8,0,3.5,3.9,8.9,23.3,4345,60.7,17.4,21.8,0.1,8.3
Stone,MO,36.75000327,-93.45256475,31529,18378,14716,3486,0.801,0.19,753,11,15426,16103,2.1,95.1,0.2,1.1,0.1,0.1,43292,26052,12.8,27.8,19.1,25.8,15.9,11.4,76.7,13.4,0,1.9,0.5,7.5,28.9,12223,78.4,10.2,11.2,0.3,7.7
Stone,MS,30.79187949,-89.11547539,17981,6546,5239,1208,0.8,0.185,510,14,9096,8885,1.9,76.8,19.2,0.4,0,0,46283,21615,17.3,22.7,20.9,19.1,18.2,19.1,77.7,12.8,0.5,2.1,5.6,1.3,32.9,7588,70.5,21.7,7.8,0.1,5.6
Stonewall,TX,33.17906744,-100.2538401,1084,736,615,116,0.836,0.158,21,1,555,529,22.7,72.6,3.5,0,0,0,46786,28063,13.9,34.8,16.7,16.1,16.7,15.6,84.1,12.5,0,0,1.8,1.6,17.7,442,54.3,30.5,13.1,2,2.4
Storey,NV,39.44875482,-119.5250207,3891,2874,1907,901,0.664,0.314,22,0,1894,1997,6.7,86.7,0.7,1.4,1.9,0,63607,36388,7.7,30.3,23.4,28.4,11.9,6,82.8,6.9,1.6,3.7,0.4,4.5,26.7,1768,74.4,14.5,11.1,0,4.2
Story,IA,42.03621213,-93.46499005,95888,50668,20200,28975,0.399,0.572,4251,18,49985,45903,3.3,84.5,1.9,0.3,7.3,0,52671,27392,22,46.7,17.3,20,6.6,9.4,72.8,6.2,5.7,7.3,3,5,17.7,51305,66,29.3,4.7,0.1,4.4
Strafford,NH,43.291833,-71.02336013,126552,2802,1408,1330,0.502,0.475,787,14,61938,64614,2.2,91.4,0.8,0,3.2,0,67805,32540,9.5,38.1,17.8,23.5,7.8,12.8,78.9,8.4,2.4,4.8,1.7,3.9,26.7,69103,79,16.1,4.9,0,4.4
Stutsman,ND,46.97962541,-98.95637318,21058,9959,6994,2676,0.702,0.269,1061,8,10781,10277,2.3,92.9,1.1,1.5,0.6,0.1,56088,31182,11.1,36.7,20.9,19,11.6,11.7,80.5,9.9,0.7,3.4,1.5,3.9,15,11038,76.3,15.8,7.4,0.6,1.5
Sublette,WY,42.76558279,-109.9130922,10037,4970,3957,882,0.796,0.177,187,1,5447,4590,7.3,89.2,0,0.1,0.1,0,84911,32175,7.4,41.9,14.2,13.1,15.8,14.9,76.5,8.6,0.4,6.6,0.9,7,20.9,5396,72.6,23.9,3.4,0.2,4.2
Suffolk,NY,40.88320119,-72.8012172,1497595,601261,333617,259463,0.555,0.432,49538,2021,737373,760222,18.6,68.5,7.2,0.1,3.8,0,92838,40277,7.2,38.4,17.2,25.7,9.4,9.4,79.7,7.8,6.4,1.5,1.1,3.6,32,744660,77.5,17.6,4.8,0.1,5.4
Sullivan,IN,39.08952258,-87.41414469,20900,9004,6687,2153,0.743,0.239,500,14,11235,9665,1.7,92.1,3.7,0.2,0.8,0,45031,22239,15.6,26.2,18.7,18,16.5,20.6,87.5,9.3,0.2,1.8,0.3,0.9,22.8,8087,82.9,12.4,4.5,0.2,5.9
Sullivan,MO,40.2099105,-93.11150106,6382,2471,1974,478,0.799,0.193,381,3,3187,3195,18.5,77.5,1.8,0.4,0.4,0,42034,21168,15.9,28,14.2,15.6,13.5,28.8,72,20.2,0,1.8,1.1,4.9,16.2,2681,75.6,13.8,10.1,0.4,3.4
Sullivan,NH,43.36094111,-72.22203125,43073,412,186,216,0.451,0.524,93,1,21263,21810,1.4,95.4,0.4,0.3,0.6,0,59419,31301,9.4,35,14.7,23.6,9.1,17.6,80.3,10.3,0.3,3.1,1.1,4.8,24.1,21646,80.4,12.8,6.8,0.1,3.7
Sullivan,NY,41.71579493,-74.76394559,75783,26931,15555,10995,0.578,0.408,1818,48,38941,36842,15.4,72.5,7.7,0.1,1.6,0,53877,28224,15.9,31.1,22.7,23.8,11.4,10.9,81.1,7.9,2.2,2.8,1.3,4.7,30.6,32610,72.9,20.4,6.6,0.1,9.3
Sullivan,PA,41.44634738,-76.51246591,6192,3599,2622,921,0.729,0.256,21,1,3234,2958,1.8,93.1,2.5,0.5,0.5,0,45519,26720,13.1,25,17.9,18.3,21.3,17.6,78.4,11.1,0.1,2.7,0.3,7.4,31.5,2612,74.9,13.9,10.5,0.7,8.8
Sullivan,TN,36.51240691,-82.30412917,156519,74206,55774,17226,0.752,0.232,4144,53,75908,80611,1.8,93.7,1.9,0.1,0.6,0,42251,25946,16.6,33.2,17.9,26,9.3,13.6,86,8,0.2,0.7,1.6,3.5,21.4,66637,80.6,12.1,7.1,0.2,6.8
Sully,SD,44.71571812,-100.1278092,1390,930,726,185,0.781,0.199,45,0,756,634,0.9,95.5,0,1.5,0,0,60694,39888,3.3,42.3,10.3,17.7,24,5.6,68.6,9,1.8,6.2,0,14.5,14.6,728,63.5,19.9,16.2,0.4,0.5
Summers,WV,37.65390597,-80.86009693,13210,5585,4074,1448,0.729,0.259,140,1,5969,7241,1.2,91.8,4.9,0.3,0,0,35218,20142,19,30.7,19.6,21.7,12.8,15.2,84.1,9.5,0,2.9,0.3,3.3,29.7,4436,67.5,24.7,7.7,0.1,11.1
Summit,CO,39.63803232,-106.1150762,29722,18330,5275,12535,0.288,0.684,778,4,16218,13504,14,81.9,0.9,0.3,0.4,0.2,73538,37192,10.3,27.8,29.2,22.4,11.9,8.7,72.4,3.8,6.7,7.1,1.8,8.1,16.4,19358,82.8,10.2,7,0,3.3
Summit,OH,41.12464734,-81.53123079,541318,273915,122023,148151,0.445,0.541,7580,272,262534,278784,2,77.8,14.4,0.2,3,0,53291,30803,13.6,37.5,17,26.1,6.2,13.2,85.9,6.9,1.8,1.3,0.6,3.5,22.8,264003,85,10.7,4.3,0.1,6.4
Summit,UT,40.86688146,-110.9535882,39731,25439,9928,14947,0.39,0.588,1511,1,20499,19232,11.4,84.8,0.7,0.2,1.6,0,94952,52671,7.5,46.8,18.4,19.3,7.9,7.6,73.1,6.5,1.6,2.2,2.7,13.9,25,21711,80.1,12.6,7.2,0.2,2.3
Sumner,KS,37.23682549,-97.47721621,23336,10779,7998,2551,0.742,0.237,311,3,11658,11678,5.3,90,0.9,1,0.4,0,52695,25393,11.8,31.3,16.4,20.6,13.1,18.6,81.8,9.4,0.2,2.7,0.7,5.2,23.5,10759,75.4,17.3,7,0.2,5.1
Sumner,TN,36.46824103,-86.45917204,175730,92529,63404,27630,0.685,0.299,6500,117,85968,89762,4.5,85.2,6.8,0.3,1.3,0.1,61584,30669,9.7,35,15.4,27.1,8.3,14.2,83.9,8.4,0.4,0.6,1.4,5.2,27.8,87498,80.4,11.8,7.5,0.2,4.5
Sumter,AL,32.59117397,-88.19916205,13084,6282,1598,4639,0.254,0.738,488,21,6033,7051,0.3,24.6,70.7,0.5,3,0,21663,14739,36,25.5,26.9,22.6,4.9,20.1,87.4,7.3,0.3,3.1,0.1,1.8,26.1,4353,73.4,23.6,3,0,13.4
Sumter,FL,28.70181754,-82.0794267,116754,92609,62757,29331,0.678,0.317,2960,86,58883,57871,5.7,84.7,7.3,0.3,0.7,0,54771,33168,9.2,30.4,21.6,28.1,9,11,75.8,6.1,0.3,0.9,6.9,10.1,25.2,23889,79.2,13,7.6,0.2,6.6
Sumter,GA,32.03650571,-84.19821492,30687,12150,5732,6318,0.472,0.52,967,68,14492,16195,5.3,39.8,52.3,0.1,1.1,0,34219,18785,33.4,31.2,17.8,20.6,9,21.4,79.8,13,0,3.3,0.5,3.3,20.3,11558,74.5,19.8,5.7,0,10.6
Sumter,SC,33.91826534,-80.37942316,107379,48920,21000,27379,0.429,0.56,3619,89,51688,55691,3.8,45.7,46.9,0.3,1.2,0,41946,21733,21.1,28.1,17.6,23.8,8.8,21.7,84.6,10.2,0.3,2,1.1,1.8,22.3,42439,74.9,18.9,6,0.1,11.4
Sunflower,MS,33.60192578,-90.58882684,26915,9628,2784,6741,0.289,0.7,1681,51,14114,12801,1.6,24.2,73.7,0.1,0.1,0,28556,14427,32.5,28,20.1,23.6,9.7,18.6,83.1,11.1,0.5,2.6,1.6,1,18.8,8371,71.8,22.7,5,0.5,17.6
Surry,NC,36.41689489,-80.69102283,72315,36290,27344,8635,0.753,0.238,1998,33,35166,37149,10.2,84.4,3.7,0.3,0.6,0,39071,22533,17.6,30.2,16.7,21.6,13.6,17.9,85.5,9.7,0.6,0.5,0.7,3,24.5,30352,80.5,13.3,5.8,0.4,5.1
Surry,VA,37.11781893,-76.88450012,6670,4462,2025,2397,0.454,0.537,142,5,3213,3457,0.8,52.1,45.6,0,0.4,0,54656,27162,13.6,24,15.8,20.8,17.6,21.7,77.8,12.3,2.5,0.8,2,4.6,39.3,3099,74.2,20.6,5,0.2,7.7
Susquehanna,PA,41.82147784,-75.80071959,41716,21325,14879,6084,0.698,0.285,420,28,20988,20728,1.7,96.4,0.6,0.2,0.4,0,52014,27823,13,27.2,17.4,21.3,14.8,19.3,82.9,8.7,0.1,2.4,0.5,5.4,28,18522,80.5,9.9,9.2,0.4,6.7
Sussex,DE,38.66143781,-75.39031349,215551,129352,71230,56682,0.551,0.438,8170,236,104514,111037,9.2,74.9,12.1,0.4,1.2,0,57901,31874,12,33.3,18.7,24,11.2,12.8,83.4,7.3,0.7,1.6,1.3,5.6,25.3,94271,79.3,14.8,5.8,0.1,6.1
Sussex,NJ,41.13891592,-74.69118243,143570,84806,49609,33142,0.585,0.391,1761,197,71475,72095,7.5,87.2,2,0,2,0,89238,41272,5.3,39.5,16.3,25.5,9.4,9.3,83.8,7.3,1.8,1.2,0.7,5.2,38.2,75370,79.7,14.4,5.8,0.1,6.4
Sussex,VA,36.92432914,-77.25791182,11595,5114,2227,2851,0.435,0.557,643,13,7552,4043,2.9,38.1,56.1,0.4,0.3,0,44608,15882,17.8,29.7,19.1,22.5,14.1,14.6,84.1,7.5,0.6,1.5,3.3,3,33.7,2684,72.7,21.3,5.2,0.8,5.5
Sutter,CA,39.03417539,-121.6945899,95583,41694,23864,16961,0.572,0.407,1912,12,47613,47970,30.2,47.3,1.8,0.7,15.1,0.4,54347,24849,16.7,29.6,19.1,22.3,16.5,12.5,78.4,13,0.8,1.8,1.4,4.6,26.4,38207,76.7,16.7,6.1,0.5,10.5
Sutton,TX,30.49856623,-100.5382014,3894,1557,1222,322,0.785,0.207,114,3,2127,1767,59.4,39.2,0.1,0,0,1,60996,31603,6.5,31.6,13,18.6,19.6,17.2,84.3,9.6,0,1.4,0.4,4.3,19.7,1827,75,13.7,11.1,0.2,5.9
Suwannee,FL,30.19746066,-82.9909967,43814,21057,16410,4485,0.779,0.213,3022,78,22204,21610,8.8,75.7,13.3,0.1,0.1,0,40600,21565,20.4,24.5,25.9,20.4,14.4,14.9,77.1,14.6,0.1,1.1,3.2,4,25.9,16629,76.5,16.9,6.4,0.2,9.1
Swain,NC,35.48665845,-83.48748932,14208,7026,4152,2765,0.591,0.394,298,4,6865,7343,4.9,62.7,0.5,27.6,0.4,0,35271,20918,20.9,27.9,31.6,18.5,11.6,10.5,87.2,8.2,0,1.3,1.5,1.8,18.7,5578,64.7,28.1,7.2,0,7.4
Sweet Grass,MT,45.81367654,-109.9425686,3646,2446,1840,549,0.752,0.224,97,2,1763,1883,1.6,93.9,0.1,0,1,0,49761,28065,10.4,32.9,11.8,19.8,23.2,12.3,65.2,6.6,7.6,7.4,1.8,11.4,22.1,1621,72.2,16.8,11,0.1,0.9
Sweetwater,WY,41.65943896,-108.8827882,44527,16603,12229,3823,0.737,0.23,585,2,22981,21546,16,79.6,0.8,0.6,0.6,0.5,71083,31700,12,27.7,16.1,20,20.8,15.4,77.5,14.4,2.6,2.8,1.3,1.5,20.5,22739,78.4,17.8,3.8,0,5.2
Swift,MN,45.2829032,-95.68264092,9448,5185,3316,1784,0.64,0.344,245,2,4733,4715,4.5,92.5,2.1,0,0.3,0.1,49556,29470,12.2,30,14.9,22.1,11.8,21.1,76.9,9.6,0.3,6.2,1.6,5.5,17.3,4751,76.3,13.8,9.6,0.2,3.3
Swisher,TX,34.53028891,-101.7349174,7541,2353,1842,478,0.783,0.203,161,5,3955,3586,43.1,47.5,5.7,0.5,0.2,0.1,37883,18878,22.2,30.3,19.2,22,13.8,14.7,83.3,7.5,0.2,3.3,1.1,4.5,19.7,2704,72.1,15.3,12.5,0,5.9
Switzerland,IN,38.82767338,-85.03022429,10617,4152,3133,964,0.755,0.232,110,0,5497,5120,1.4,95.7,0.8,0,0.5,0,43468,21511,19.7,16.6,23.2,19.9,18.4,21.9,79,12.9,0,1.2,1.1,5.7,37.4,4378,78.9,14.9,6.2,0,6.6
Talbot,GA,32.69642758,-84.53351366,6423,3522,1392,2114,0.395,0.6,180,8,3030,3393,2.3,40.2,56.4,0.1,0.5,0,37226,21351,16.9,17.3,23.1,19.8,12.4,27.3,77.5,14.2,0.1,0.8,4.5,2.9,34.5,2620,80.2,15.3,3.9,0.6,8.2
Talbot,MD,38.76618159,-76.10882561,37461,21305,10524,10408,0.494,0.489,660,6,17595,19866,6.5,77.6,11.4,0.1,1.4,0.1,65595,44785,10,43.2,18.1,21.6,9.8,7.3,78.1,9.7,1.3,3.3,1.2,6.3,26.6,17863,75.5,14.7,9.7,0,4.4
Taliaferro,GA,33.56543317,-82.88136816,1844,928,360,561,0.388,0.605,31,0,938,906,4.2,33.7,61.6,0,0.3,0,30500,17939,31,19.5,21.5,17.1,18.2,23.8,74,21.4,0,0.6,2.4,1.6,32.9,627,72.9,21.4,5.7,0,9.5
Talladega,AL,33.37823223,-86.16886178,80888,35591,22210,13092,0.624,0.368,2808,38,39140,41748,2.2,63.1,32.1,0.3,0.6,0,39219,21382,19.3,28.6,16.3,22.2,10.4,22.5,83.7,10.3,0.5,1.6,1.2,2.6,24.8,30937,79,15.9,4.9,0.3,10
Tallahatchie,MS,33.95339918,-90.1729398,14552,5691,2488,3105,0.437,0.546,870,26,8496,6056,15,35.4,47.2,0.4,1.5,0.2,30000,14163,28.3,31.6,22,16.5,11.6,18.3,83.2,8,0,3.3,0.1,5.4,26.1,3960,69.8,22.5,7.6,0.1,13.7
Tallapoosa,AL,32.86698258,-85.79833053,40756,20888,14905,5815,0.714,0.278,1403,87,19616,21140,2.4,68.9,27.2,0.4,0.4,0,42181,22430,21.2,28.3,15.1,21,11.7,23.9,85,10.1,0.1,0.9,1,2.9,25.2,15317,81.2,13.8,4.7,0.3,9.2
Tama,IA,42.07991767,-92.53266945,17236,9026,5303,3577,0.588,0.396,1053,38,8530,8706,8.7,82.2,0.6,6.9,0.4,0,56110,27074,11.8,28.6,17.8,20.7,12.4,20.5,78.8,12.8,0.1,3,1.5,3.9,22.7,8479,76.5,14.7,8.3,0.4,3.8
Taney,MO,36.65465345,-93.04075153,54308,26240,20426,5325,0.778,0.203,1879,35,26360,27948,5.6,89.4,1,0.8,0.9,0.1,39661,21381,17.1,27.3,24.9,30.4,8.7,8.7,75,15.6,0.7,2.8,1.1,4.9,21.2,24422,82.8,9.3,7.7,0.1,6.3
Tangipahoa,LA,30.62888673,-90.40664996,128850,57661,37806,18887,0.656,0.328,5079,126,62548,66302,4.1,63.5,29.4,0.3,0.7,0,45901,23520,21.9,29,19.2,26,12.1,13.7,78.7,14.6,0.4,1.5,1.6,3.2,31.3,55791,79.4,15.1,5.4,0.1,8.9
Taos,NM,36.58006022,-105.6310198,32809,17035,3663,13030,0.215,0.765,262,5,16054,16755,56.8,35.4,0.2,6.5,0.2,0,35314,23229,21.3,34.7,26.9,22.3,11,5.1,69.9,12.3,0.3,3.5,1.7,12.2,20.2,13739,65.2,18.8,15.8,0.2,9.7
Tarrant,TX,32.77143818,-97.29101614,1983675,831322,408224,409752,0.491,0.493,68233,836,971142,1012533,28.2,48.3,15.6,0.3,5.1,0.2,62532,30857,13.5,36.6,16.2,25.2,9,13,82.5,10.2,0.6,1.2,1.2,4.3,27,974947,83,11.3,5.6,0.1,5.4
Tate,MS,34.65133709,-89.94485778,28333,12923,8619,4122,0.667,0.319,1268,39,13879,14454,2.5,64.8,30,0.1,0.3,0.1,46233,21671,19.3,28.9,15.4,23.5,14.3,17.9,84.7,10.4,0,1.1,1.2,2.5,32.1,11649,82.5,13.6,3.8,0.1,7.7
Tattnall,GA,32.04785085,-82.05539188,25402,8183,6053,2061,0.74,0.252,955,16,14892,10510,10.8,58.4,29.2,0.2,0.2,0,36355,16279,23.7,29.6,19.5,21,18.7,11.3,76.5,11.4,0.3,1.2,5.3,5.5,24.9,7655,67.2,24.9,7.8,0.1,4
Taylor,FL,30.04848048,-83.60445406,22350,10122,7748,2299,0.765,0.227,1496,18,12547,9803,4.1,71.8,21.4,0.5,0.4,0.2,37188,16979,16.4,26.6,22.2,23.6,12,15.6,80.9,14.7,0,0.9,2.7,0.7,24.2,6861,72.2,21.2,6.6,0,5.9
Taylor,GA,32.55792548,-84.25077141,8267,3839,2418,1387,0.63,0.361,237,12,4047,4220,1,57.5,40.4,0,0.9,0,29875,18482,28.2,28.2,20.9,20.4,13,17.5,85.5,11.4,0.3,0.2,1.7,0.9,28.9,2974,63.1,31,6,0,14.1
Taylor,IA,40.73710579,-94.69778563,6214,3242,2463,746,0.76,0.23,273,2,3152,3062,7.5,90.7,0.3,0,0.7,0,46825,27344,11,30.4,13.9,16.5,12.8,26.3,80.6,10.4,0,3.6,1.4,4.1,21.2,3004,70.6,16.6,12.7,0,2.8
Taylor,KY,37.3677562,-85.3329931,25406,12510,9376,2961,0.749,0.237,530,7,12381,13025,2.3,89.8,4.7,0,0.9,0,36455,19885,23.1,26.1,17,26,10.3,20.6,82.1,9.1,0.1,3.8,1.3,3.7,19,10454,81.8,12.3,5.6,0.3,7.6
Taylor,TX,32.30163422,-99.89007449,135371,54924,39439,14489,0.718,0.264,2298,69,66258,69113,23.8,64.5,7.4,0.5,1.9,0.1,49161,25419,16.1,30.6,22.3,25,11.5,10.6,81.1,10.3,0.6,2.2,1,4.8,16.9,62872,78,15.7,6,0.2,4.4
