county,state,county_state,lat,long,totalpop,total_votes20,votes20_donald_trump,votes20_joe_biden,percentage20_donald_trump,percentage20_joe_biden,cases,deaths,men,women,hispanic,white,black,native,asian,pacific,income,incomepercap,poverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010,age_oto4,age_5to14,age_15to24,age_25to34,age_35to44,age_45to54,age_55to64,age_65to74,age_75to84,age_84plus,evangelicals,protestant,catholic,orthodox,muslim,other
Laclede,MO,"Laclede, MO",37.65896829,-92.5888493,35488,16819,13755,2779,0.818,0.165,1265,23,17562,17926,2.3,93.8,0.5,0.4,0.4,0,42646,20534,17.7,26.6,16.4,20.4,8.5,28,80.6,12.6,0.1,1.7,1.3,3.7,21.3,14894,80.8,11.1,8.1,0.1,7.7,2.799316967,0,46.5,2482,4887,4152,4177,4126,4611,4905,3628,2050,695,0,0,0,0,0,0
Lafayette,LA,"Lafayette, LA",30.2049055,-92.06959876,238230,114521,72519,39685,0.633,0.347,9534,140,116361,121869,4.6,66.1,25.6,0.2,1.8,0,53950,30656,16.6,35.7,18.8,24.1,10.8,10.6,83.5,9.1,0.7,1.9,1.8,3,24.1,119324,81.6,10.7,7.5,0.2,5.1,1.227546135,0,824.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lafayette,MS,"Lafayette, MS",34.35687874,-89.48490961,52744,17163,9878,6904,0.576,0.402,2607,43,25611,27133,2.5,70,23.8,0.1,2.1,0,45019,25719,25.3,40.6,22.7,20,5.9,10.9,81.8,10.4,0.7,1.9,1.8,3.4,18.7,24493,69.9,24.2,5.9,0,5.7,1.851200504,0,75,2755,5530,14288,7729,6367,5610,5585,4275,1944,710,0,0,0,0,0,0
Lafayette,MO,"Lafayette, MO",39.06986886,-93.78076396,32655,17083,12262,4470,0.718,0.262,912,26,16121,16534,2.7,92.2,2,0.2,0.5,0.1,52557,27260,12.8,27.4,18.2,22.5,14,18,81.2,10.1,0.3,2.3,1.4,4.7,25.5,15277,78.3,12.4,8.9,0.4,5.5,3.057355999,0,53.1,1893,4238,3808,3854,3634,4281,4740,3221,2019,910,0,0,0,0,0,0
Lafayette,AR,"Lafayette, AR",33.24116713,-93.60677071,7051,2679,1757,839,0.656,0.313,201,3,3460,3591,1.2,59.3,37.8,0.3,0.4,0,32500,25140,23.8,26.9,14.7,22,13.9,22.4,82.6,10.1,0.2,2,1.2,3.7,25.1,2580,70.3,20.6,8.2,0.9,8.3,15.09661836,0,14.5,341,661,726,697,702,861,1088,858,548,200,0,0,0,0,0,0
Lafayette,WI,"Lafayette, WI",42.66005229,-90.1317729,16755,8555,4821,3647,0.564,0.426,600,1,8485,8270,3.6,94.6,0.4,0.4,0.3,0,55859,27023,10.4,31.9,12.8,21.2,16.4,17.7,76.1,8.1,0.2,4.1,1.3,10.3,24.6,8640,74.3,12.6,12.4,0.7,2.7,6.00060006,0,26.6,1040,2312,2000,1742,1785,2036,2638,1687,982,443,0,0,0,0,0,0
Lafayette,FL,"Lafayette, FL",29.98484137,-83.18166636,8684,3661,3128,509,0.854,0.139,1279,16,5104,3580,14.3,68.3,15.1,0.1,0,1,41512,21955,17.8,32.4,16.5,20.8,15.9,14.3,81,14.7,0.2,1.9,0.9,1.3,27.2,2532,60.9,33.9,5.2,0,12.8,11.87366421,0,16.3,371,1036,1259,1253,1267,1167,978,795,446,160,0,0,0,0,0,0
Lafourche,LA,"Lafourche, LA",29.52470226,-90.40976986,98112,45388,36024,8672,0.794,0.191,3925,131,48235,49877,4.4,76.9,13,2.4,0.8,0,52705,26331,16,27.7,15.3,23.3,16.1,17.6,80.6,10.4,0.5,0.9,5.2,2.4,28,42975,82.2,12,5.7,0.1,7,1.024443215,0,90.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaGrange,IN,"LaGrange, IN",41.64232188,-85.42674232,38720,10633,8110,2355,0.763,0.221,878,15,19659,19061,3.9,94.4,0.1,0.1,0.2,0,58336,22780,9.1,20.8,11.1,16,10.7,41.5,53.2,26.9,0.2,4,10.4,5.3,22.9,16479,88,5.5,6,0.4,2.9,5.048720149,0,97.8,3504,7107,5773,4682,4304,4283,4314,3162,1645,556,0,0,0,0,0,0
Lake,IL,"Lake, IL",42.3224907,-88.00367925,704476,323706,120938,196479,0.374,0.607,22618,522,351847,352629,21.1,62.8,6.6,0.1,7.1,0,82613,42388,8.5,42.3,15.3,24.8,5.9,11.6,77,8,4.4,2.8,1.2,6.5,30,347792,85.7,9.7,4.4,0.3,6.3,0.143567803,0,1585.6,40191,96448,104067,78552,87702,98411,95651,59397,27762,12651,0,0,0,0,0,0
Lake,FL,"Lake, FL",28.76202069,-81.7125123,326215,211702,125853,83491,0.594,0.394,8729,227,157897,168318,14.4,71.1,9.9,0.3,1.9,0,49734,25991,12.8,32,21.4,27.8,9.5,9.4,81.5,10,0.3,0.8,1.3,6.1,28.8,131532,82.8,11.8,5.3,0.1,7.2,0.272391983,0,316.6,17502,38944,35435,39173,38401,43093,48838,51274,32612,11223,0,0,0,0,0,0
Lake,IN,"Lake, IN",41.41874274,-87.38277575,488694,220233,91733,124801,0.417,0.567,16017,376,236337,252357,18.4,54.5,23.9,0.2,1.3,0,52559,26590,16.8,30,19.1,23.5,9.5,17.8,83.8,7.9,2.8,1.2,1.7,2.6,28.3,216337,85.5,11,3.4,0.1,8.5,0.411952387,0,994.1,28751,64003,62395,59365,61426,61350,67017,45996,23441,10667,0,0,0,0,0,0
Lake,OH,"Lake, OH",41.69710807,-81.23676539,229701,127867,71615,54337,0.56,0.425,2411,60,112214,117487,4,89.1,3.8,0.1,1.2,0,61137,32125,8.3,36.9,16.5,24.3,7.2,15.1,87.5,6.6,0.9,1.3,0.4,3.3,23.6,117678,85.9,10,4,0.1,4.8,0.434501128,0,1011.2,11345,26012,26615,27847,26180,30818,35631,26083,13917,6066,0,0,0,0,0,0
Lake,MT,"Lake, MT",47.64514965,-114.0898013,29518,16617,9319,6911,0.561,0.416,613,6,14595,14923,4.3,65.5,0.2,23.6,0.3,0.1,42582,24348,20.9,34.8,19.9,20.3,14.1,10.9,74.2,9,0.8,4.6,1.7,9.7,19.7,11866,66.2,22,11.4,0.4,8,3.283209666,0,19.3,1859,4025,3438,3196,3208,3246,4596,4002,1964,716,0,0,0,0,0,0
Lake,CO,"Lake, CO",39.20278823,-106.3555697,7481,3938,1492,2287,0.379,0.581,143,0,4079,3402,33.9,64.3,0.1,0,0.6,0,46176,28492,12.8,30.5,20.1,23.1,18.4,8,67,10.3,1.5,10.9,2,8.3,28.6,4184,72.7,18.1,9.2,0,5.7,12.30466347,0,19.4,416,904,975,1319,1101,980,1012,755,272,90,0,0,0,0,0,0
Lake,SD,"Lake, SD",44.02193107,-97.12926365,12350,5873,3681,2068,0.627,0.352,447,9,6387,5963,2.3,93.8,0.6,0,1.9,0,58467,31145,15.5,33.9,19.4,20.9,9.4,16.5,79.2,6.6,0.2,4,1.5,8.5,16,6498,73.5,15.6,10.6,0.4,3.9,7.814331484,0,19.9,709,1451,1824,1181,1332,1359,2330,1966,628,277,0,0,0,0,0,0
Lake,CA,"Lake, CA",39.10124298,-122.7536244,64095,11038,3955,6874,0.358,0.623,727,18,31788,32307,19.4,71.7,2.1,3.2,1.4,0,40446,23345,22.8,25.8,26.5,21.4,16.1,10.1,71.3,11.5,1,3,0.6,12.5,28.9,22691,68.3,20,11.4,0.3,11.2,3.106265337,0,51.5,3779,7505,6440,7366,6729,7683,10245,8966,4228,1441,0,0,0,0,0,0
Lake,MI,"Lake, MI",43.99050893,-85.802173,11669,6332,3946,2288,0.623,0.361,68,1,5965,5704,2.6,84.8,7.6,0.7,0.2,0,32309,18199,25,23,22.9,22.8,9.6,21.8,80,10.9,0.5,1.5,1.9,5.2,27.3,3514,79.1,13.1,7.1,0.7,11.6,8.436682696,0,20.3,524,1088,965,977,1079,1481,2366,2089,1028,284,0,0,0,0,0,0
Lake,TN,"Lake, TN",36.3418017,-89.48921915,7588,2034,1492,526,0.734,0.259,998,4,4761,2827,2.2,67.1,29.1,0.1,0.2,0.1,31993,14232,29.9,24.4,26.8,19.4,9.1,20.4,81.9,8.8,0,4.9,1.8,2.6,18.7,1906,59.5,31.7,7.8,1,11.3,57.01254276,0,47.2,289,552,981,1380,1079,1038,926,660,367,139,0,0,0,0,0,0
Lake,MN,"Lake, MN",47.64270764,-91.44557998,10578,7200,3392,3646,0.471,0.506,142,0,5426,5152,1.4,95.8,1,0.5,0,0,56078,32319,9.3,42,18.2,15.7,9.4,14.7,76.7,11,0,4.3,1.9,6.1,21,4803,78.2,16.5,5.3,0,3.8,9.397613006,0,5.2,523,1134,988,1040,1116,1185,1897,1517,859,399,0,0,0,0,0,0
Lake,OR,"Lake, OR",42.79246693,-120.3850163,7807,4336,3449,788,0.795,0.182,47,0,4165,3642,7.9,85.2,0.3,1.9,0.8,0,32769,21005,20,30.5,22.6,16.8,17.8,12.2,70.9,9,0.1,6.6,2.2,11.1,14.6,3039,61.5,24.7,13,0.8,6.9,25.41619011,0,1,402,850,744,789,897,934,1276,1147,627,213,0,0,0,0,0,0
Lamar,AL,"Lamar, AL",33.77995024,-88.09668032,14021,7187,6168,978,0.858,0.136,534,6,6875,7146,1.5,86,10.8,0.3,0,0,36016,21152,23.1,28.8,14.5,18.9,13.4,24.4,84.4,13.8,0.6,0.2,0.1,1,28.1,5376,76.6,18.5,3.8,1,7.9,7.243752264,0,24.1,743,1671,1536,1496,1566,1812,2022,1648,1024,326,0,0,0,0,0,0
Lamar,GA,"Lamar, GA",33.07841647,-84.14263877,18282,9039,6330,2615,0.7,0.289,432,20,8800,9482,2.3,65,29,0.1,0.8,0,41157,20458,20.8,31.2,18.5,23.1,8,19.2,79.7,12.2,0,2.7,1.4,3.9,29.6,6951,76.4,15.8,7.7,0.1,11.4,5.241914347,0,99.8,1095,2152,3258,2394,2062,2356,2460,1926,969,328,0,0,0,0,0,0
Lamar,MS,"Lamar, MS",31.20572971,-89.5077704,60517,23952,17700,5821,0.739,0.243,2387,40,29006,31511,2.5,74.7,20,0.1,1.4,0,56129,28342,16.3,39,13.9,28.4,8.5,10.2,84.6,6.7,0.2,1,6,1.6,25.2,27791,73.1,20.4,6.3,0.2,9.2,1.578706408,0,112,4072,8843,7761,9141,8786,7886,7355,5126,2574,903,0,0,0,0,0,0
Lamar,TX,"Lamar, TX",33.66981763,-95.57404777,49401,21338,16698,4420,0.783,0.207,1874,49,23876,25525,7.5,75,12.3,0.3,0.9,0.3,42198,23625,17.8,27.1,17.6,24.9,12.6,17.8,81.4,10,0.1,2.4,3,3.2,20.3,21134,79.4,13.6,6.8,0.2,5.6,2.00565595,0,54.9,3352,6464,5975,6192,5465,6226,6507,5393,2997,1157,0,0,0,0,0,0
Lamb,TX,"Lamb, TX",34.06859623,-102.3516289,13368,4394,3513,835,0.799,0.19,574,24,6832,6536,55,39.8,3.6,0.3,0.5,0,43712,21760,20.5,34.8,14.9,19.1,18.1,13.2,82.2,9,0.1,2,3.2,3.6,17.2,5671,74.6,18.2,7.1,0.2,3.6,7.756146746,0,13.8,972,2086,1738,1556,1529,1422,1639,1115,782,319,0,0,0,0,0,0
LaMoure,ND,"LaMoure, ND",46.45681054,-98.53542355,4106,2219,1645,527,0.741,0.237,224,11,2129,1977,1,97.1,0.1,0.7,0,0,57463,36653,10.7,40,12.7,18.1,14.5,14.7,69.9,6.6,0,9.8,0.7,13,17.5,2019,64.5,13.4,20.5,1.6,0.8,24.71576866,0,3.6,228,480,410,364,370,418,694,530,346,222,0,0,0,0,0,0
Lampasas,TX,"Lampasas, TX",31.19531316,-98.24206613,20473,10373,8070,2134,0.778,0.206,315,9,10144,10329,19.2,72.9,3,0.4,1.1,1,54467,26405,12,32.4,20.4,20.3,15.4,11.5,76.5,14.8,0.2,2.7,3.1,2.7,27.4,8612,70.3,21.8,7.7,0.1,7.4,4.666791114,0,27.6,1152,2660,2438,2214,2563,2921,3116,2428,1266,471,0,0,0,0,0,0
Lancaster,SC,"Lancaster, SC",34.68270843,-80.70513032,86544,49868,30312,18937,0.608,0.38,2658,62,42328,44216,5,70.1,21.7,0.2,1,0.1,50557,26425,15.5,31.6,15.7,25.9,10.5,16.2,84.7,8.6,0.3,0.8,1,4.5,29.1,36001,84.6,11.3,3.9,0.2,7.7,1.020283231,0,139.6,5777,11841,9354,11520,12513,12333,11983,12184,6122,1753,0,0,0,0,0,0
Lancaster,PA,"Lancaster, PA",40.03904563,-76.24770128,536494,280485,159902,115294,0.57,0.411,9929,479,262686,273808,10,82.7,3.6,0.1,2.1,0,61492,29280,10.4,33.3,16,23,10.6,17,78.7,9.4,1.3,3.8,1.8,5,23.1,267348,85.1,7.9,6.8,0.2,4.7,0.366485623,0,550.4,35196,71212,70065,71657,61893,64838,71136,52792,29416,15352,0,0,0,0,0,0
Lancaster,NE,"Lancaster, NE",40.78416049,-96.68777155,306357,153687,68952,81131,0.449,0.528,9653,45,153788,152569,6.7,82.1,3.9,0.4,4.2,0.1,55747,29901,14,40,17.1,23.9,7.7,11.3,81.8,8.8,1.2,2.9,1.9,3.3,18.8,166689,77.8,17.8,4.2,0.1,3.9,0.313391206,0,340.8,20112,40768,59000,44088,39708,33794,35663,26648,11973,5518,0,0,0,0,0,0
Lancaster,VA,"Lancaster, VA",37.71889653,-76.46400482,10848,7136,3697,3368,0.518,0.472,204,1,5013,5835,1.7,68.2,28,0,0.8,0,51495,33997,11,30.5,28.3,21.9,9.6,9.6,81.3,9.4,0.4,1,1.9,6,26.7,4384,73,17.3,9.4,0.4,4.4,9.43129303,0,85.5,486,931,868,885,793,1058,1866,2009,1290,597,0,0,0,0,0,0
Lander,NV,"Lander, NV",39.9332233,-117.0397075,5887,2664,2118,481,0.795,0.181,111,4,3276,2611,26.8,67.8,0.1,4.2,0.1,0.5,79865,30256,13.2,22.1,15.4,14.7,34.8,13.1,57.6,22.8,11.2,5.1,1.4,2,23.6,2683,79.2,16,4.7,0,7.6,18.07664497,0,1.1,430,839,598,763,647,717,699,510,285,87,0,0,0,0,0,0
Lane,OR,"Lane, OR",43.93727035,-122.847753,363471,221585,80144,133924,0.362,0.604,2596,28,179116,184355,8.4,82.6,1,0.8,2.5,0.2,47710,27032,18.8,35.3,19.9,24.6,8,12.1,71.1,10.2,3.1,5,4.7,5.9,20.2,167083,77.2,15.1,7.5,0.2,7.6,0.523468397,0.261734198,77.2,18701,38994,60094,49734,46055,42330,50311,44491,20558,8343,0,0,0,0,0,0
Lane,KS,"Lane, KS",38.48119447,-100.4660754,1702,888,757,114,0.852,0.128,27,0,864,838,6.6,90.4,0.1,2.3,0,0.4,51765,29768,10.7,29.8,18.6,20.9,22.4,8.2,86.7,5,0,3.8,1.3,3.2,14.4,885,55.5,23.6,20.9,0,3.5,65.1465798,0,2.4,89,200,160,163,135,197,249,192,119,56,0,0,0,0,0,0
Langlade,WI,"Langlade, WI",45.26271619,-89.07483625,19190,11165,7330,3704,0.657,0.332,1081,11,9709,9481,1.9,94.5,1,0.8,0.3,0,44122,25142,14.8,26.9,15.7,25.5,14.6,17.2,80.6,7.8,0.3,5.2,1.3,4.8,21.3,8872,80.4,12.5,6.7,0.4,6.7,5.211318985,0,22.9,980,2084,2002,1815,1978,2444,3349,2538,1450,628,0,0,0,0,0,0
Lanier,GA,"Lanier, GA",31.0382857,-83.06472457,10388,3576,2509,1019,0.702,0.285,320,7,5208,5180,5.5,68.7,24.1,0,0.3,0,31109,17739,28.7,29.2,16.3,31.6,11.2,11.7,89.8,2.2,0.1,3.7,1.7,2.6,24.1,3551,70.4,20.1,9.5,0,10.6,9.594166747,0,54.4,687,1428,1172,1598,1350,1318,1331,883,448,125,0,0,0,0,0,0
Lapeer,MI,"Lapeer, MI",43.09052506,-83.22153148,88205,52639,35480,16368,0.674,0.311,993,38,44663,43542,4.6,92,1.3,0.3,0.5,0,56186,26650,9.7,29.5,16.4,21.8,12.4,20,86.7,8,0.5,1.3,0.6,2.9,34.7,38577,85.7,8.7,5.3,0.2,7.4,1.141461299,0,137.4,4245,10263,10738,9490,9848,13003,14478,9800,4653,1510,0,0,0,0,0,0
LaPorte,IN,"LaPorte, IN",41.54366008,-86.74072188,110839,49469,25991,22419,0.525,0.453,2623,68,57212,53627,6.3,79.9,10.9,0.3,0.6,0,49921,25004,16.6,26.6,19.5,22.7,10.2,21,83.5,8.7,0.8,2,1.3,3.7,22.1,47222,85.8,9.9,4.3,0,8,0.910017472,0,186.3,6547,13044,12987,14591,13344,14415,15387,11822,5624,2246,0,0,0,0,0,0
Laramie,WY,"Laramie, WY",41.3070252,-104.6887497,97031,44982,27891,15217,0.62,0.338,1860,6,49218,47813,14.3,79.1,2.6,0.8,1.1,0.1,62879,31554,10.4,37.1,16.4,23.3,11.8,11.4,81.8,9.7,0.6,2.6,1.5,3.8,15.8,47243,68.2,26.2,5.3,0.3,5.3,2.010050251,0,34.2,6239,13081,12482,14699,12192,11528,12891,9499,4457,1908,0,0,0,0,0,0
Larimer,CO,"Larimer, CO",40.66671597,-105.4625784,330976,223653,91197,125765,0.408,0.562,4555,57,164920,166056,11.2,83.2,0.9,0.5,2,0.1,64980,34087,12.4,43.4,17.4,22.5,8.1,8.6,75,8.8,1.3,2.5,4.8,7.5,22.8,172754,77.1,16.4,6.3,0.2,5.3,0.280191315,0,115.4,17762,39145,61231,51608,43603,38392,43839,33805,14967,6166,0,0,0,0,0,0
Larue,KY,"Larue, KY",37.54567114,-85.70138352,14102,7301,5685,1504,0.779,0.206,322,1,6976,7126,3.2,91.6,3.6,0,0.3,0,41720,21879,15.8,23.3,13.9,18.3,15,29.5,78.9,14.9,0,1.7,0.3,4.1,26.7,6136,83.1,10.8,6,0.1,6.3,6.945409085,0,54.3,804,1836,1694,1705,1762,1898,2084,1427,800,297,0,0,0,0,0,0
Las Animas,CO,"Las Animas, CO",37.3153406,-104.0376458,14151,7897,4255,3465,0.539,0.439,85,1,7323,6828,42.4,52.7,0.8,2.1,0.8,0,40586,24268,17,31.7,24.6,20.5,13.2,9.9,71.6,13.6,0.8,5.8,0.6,7.6,20.6,6050,63.5,26.2,10.1,0.2,7.8,6.893699159,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaSalle,IL,"LaSalle, IL",41.3442613,-88.88633881,111151,52053,29482,21491,0.566,0.413,2776,69,55819,55332,9.3,86.1,2.5,0.2,0.8,0,54693,27959,13.6,28,19.1,22.6,10.6,19.6,84.5,8.3,0.3,1.9,1.4,3.5,22.8,50811,83.7,11.9,4.2,0.2,8.3,0.920225639,0,100.4,6187,13012,12994,13224,12878,13979,16439,11328,6337,3052,0,0,0,0,0,0
LaSalle,LA,"LaSalle, LA",31.67884782,-92.15907765,14930,7077,6378,638,0.901,0.09,525,10,7691,7239,2.8,82.9,12,1.3,0,0.1,34712,18836,24.8,29,16.8,22.4,22.4,9.4,85.1,7.8,1.1,0.5,3,2.5,41.5,4829,75.9,17.8,6.3,0,6.1,6.715014773,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lassen,CA,"Lassen, CA",40.67311306,-120.5935099,31470,11779,8798,2772,0.747,0.235,782,1,20786,10684,18.5,66.1,8.6,2.9,1.5,0.7,54083,20974,14.6,28.4,28.8,21,10.9,11,80.1,9.8,0.7,2.8,0.9,5.8,20.9,9052,43.6,47.7,8.2,0.4,7.5,6.541719818,0,7.7,1533,2893,3879,5705,4495,3944,3686,2890,1207,570,0,0,0,0,0,0
Latah,ID,"Latah, ID",46.81587887,-116.7113698,38697,20521,9463,10199,0.461,0.497,982,1,19813,18884,4.2,89.4,0.7,0.8,2.6,0,43310,24166,22.5,43.8,17.4,20.6,9.1,9.1,66.6,11.9,0.7,13,3.7,4.1,19.4,19118,64.1,29.4,6.4,0.1,7.2,2.493268176,0,34.6,2189,4138,10768,5745,4083,3671,4134,3304,1490,612,0,0,0,0,0,0
Latimer,OK,"Latimer, OK",34.87844729,-95.25215049,10621,4249,3437,762,0.809,0.179,231,2,5387,5234,3.4,66.1,1.1,20,0.5,0,40539,24233,18.9,33,17.3,18.1,18.1,13.5,83.5,10.2,0.5,3.3,1,1.5,23.8,3863,65.2,26.8,7.5,0.5,7.4,9.927529038,0,15.4,601,1190,1409,1131,1047,1190,1393,1157,762,351,0,0,0,0,0,0
Lauderdale,AL,"Lauderdale, AL",34.90171875,-87.65624729,92590,44149,31578,11872,0.715,0.269,2743,43,44263,48327,2.5,84.9,9.8,0.4,0.7,0,44888,25803,16.3,31.2,18.6,24.4,10.6,15.2,88,7.7,0.2,1.7,0.7,1.8,24.1,39857,77.6,15.6,6.6,0.1,6.6,1.078411284,0,138.8,4734,10161,13684,11007,9927,11657,12654,10595,5873,2095,0,0,0,0,0,0
Lauderdale,MS,"Lauderdale, MS",32.40419769,-88.66229662,78221,30811,17812,12668,0.578,0.411,2658,135,38002,40219,2.2,53.1,42.8,0.1,0.7,0,41340,23339,21.5,34,16.9,25.6,10.8,12.6,83,11.3,0,2.7,1.7,1.2,19.8,32021,77.6,17.3,4.6,0.5,7.2,4.047217538,0,114.1,4767,9854,9600,10041,8855,9339,9789,7439,4004,1629,0,0,0,0,0,0
Lauderdale,TN,"Lauderdale, TN",35.75893438,-89.6301591,26497,8963,5672,3193,0.633,0.356,1515,18,13524,12973,2.4,60.9,33.6,0.6,0.4,0,35551,17178,23.1,24.2,21,21.1,9.2,24.4,89.5,6.3,0.5,1.5,0.9,1.3,23.7,9096,71.2,21.7,6.8,0.3,9.9,3.901221082,0,58.9,1494,3255,3392,3473,3343,3418,3373,2467,1237,373,0,0,0,0,0,0
Laurel,KY,"Laurel, KY",37.10975748,-84.11321779,59901,28097,23234,4474,0.827,0.159,1564,8,29162,30739,1.5,95.9,0.7,0.5,0.5,0,37235,20446,24.6,25.4,15.6,28.6,9,21.4,86.2,8.8,0.1,1.2,1,2.8,20.1,22550,79.5,14.9,5.4,0.2,9.9,1.644385247,0,135.6,3739,7827,7164,7817,7774,8325,8102,6041,2984,896,0,0,0,0,0,0
Laurens,GA,"Laurens, GA",32.46325233,-82.92221316,47451,22729,14493,8073,0.638,0.355,2038,89,22542,24909,2.6,58.2,36.7,0.1,1.1,0,35202,20687,27.3,31.2,19.1,22.8,9.9,17.1,85.8,9.4,0.2,1.7,1.1,1.7,23,17192,73.9,20.1,5.8,0.2,5.1,4.206452698,0,60,3169,6544,5754,5836,5618,5984,6061,4740,2580,1039,0,0,0,0,0,0
Laurens,SC,"Laurens, SC",34.48244419,-82.00490796,66508,30488,20004,10159,0.656,0.333,1973,62,32342,34166,4.5,68.1,25,0.1,0.3,0.1,40580,20748,20.7,25.8,19.4,20.5,9.6,24.7,82.2,12.9,0.3,1.5,0.9,2.1,24.3,28011,82.1,12.8,4.9,0.1,7.9,2.963270265,0,93.2,3816,8334,8424,8226,7373,8905,9506,7255,3651,1504,0,0,0,0,0,0
Lavaca,TX,"Lavaca, TX",29.38508402,-96.93186692,19859,10195,8802,1333,0.863,0.131,1177,39,9596,10263,18.1,74.3,6.6,0,0.4,0,51708,29946,10.5,32.8,14.4,20.4,14.1,18.3,83.3,10.8,0.2,1.6,0.8,3.2,28,8843,74.7,15.3,9.9,0.1,2.9,4.961794185,0,19.9,1196,2740,2298,2049,2070,2285,2789,2540,1415,728,0,0,0,0,0,0
Lawrence,MS,"Lawrence, MS",31.55147224,-90.10841127,12659,6564,4254,2240,0.648,0.341,571,14,6150,6509,0.5,65.4,33.2,0,0,0,40432,21826,19.8,28.3,12,20.6,20,19.1,86.2,6.4,0.5,0.9,1.4,4.6,35.5,4722,81.2,12.7,6.1,0,9.3,7.945336088,0,30,788,1736,1427,1426,1476,1551,1811,1299,739,202,0,0,0,0,0,0
Lawrence,AR,"Lawrence, AR",36.04188196,-91.10867198,16777,5857,4569,1080,0.78,0.184,884,21,8285,8492,1.3,95.8,0.9,0.5,0.1,0,37603,19422,18.4,27.9,18.4,23,12.9,17.9,84,10.4,0.2,3,1.2,1.2,26.1,6448,73.2,19.6,7,0.2,8.2,6.095330976,0,29.6,960,2020,2172,1917,1836,2067,2220,1748,1075,419,0,0,0,0,0,0
Lawrence,IN,"Lawrence, IN",38.84112637,-86.48361629,45669,21071,15601,4961,0.74,0.235,1097,39,22621,23048,1.6,95.9,0.3,0.4,0.4,0,49985,25036,11.5,29.9,18,24.3,9.9,17.9,86.2,9,0.1,1.2,0.6,2.9,23.6,20577,78.3,16.4,5.2,0,5.2,2.204099625,0,102.7,2538,5564,5279,5060,5339,6163,6583,5248,2780,1114,0,0,0,0,0,0
Lawrence,AL,"Lawrence, AL",34.52041498,-87.31069453,33288,15957,12266,3544,0.769,0.222,941,33,16164,17124,2.1,76.6,11.4,5.2,0.1,0,43779,22419,16.6,23.6,15.4,18.4,15,27.5,86.6,9.3,0.1,0.9,0.5,2.5,28,12476,80.6,14.2,4.8,0.4,7.2,3.03729802,0,49.7,1810,4063,3692,3965,3699,4705,4872,3666,1927,558,0,0,0,0,0,0
Lawrence,OH,"Lawrence, OH",38.59743452,-82.53466552,61057,27427,19759,7353,0.72,0.268,1103,28,29977,31080,0.9,94.9,1.9,0,0.5,0,45466,22844,18.6,29.5,19.6,24.7,7.5,18.8,87.7,7.5,0.3,1.5,1.3,1.8,23.5,24607,83.7,13.2,3.1,0,6.5,1.681718043,0,137.7,3300,7389,6748,7199,7277,8258,8382,6503,3618,1192,0,0,0,0,0,0
Lawrence,PA,"Lawrence, PA",40.99206278,-80.33393706,88231,45558,29290,15772,0.643,0.346,957,35,42663,45568,1.3,92,3.5,0.1,0.5,0,47188,26918,14,30.6,18.5,23.6,9.8,17.4,84,8.8,0.8,2.2,1,3.2,22.9,39309,84.3,10,5.5,0.2,6.5,1.169426513,0,254.4,4494,9506,10134,9422,9242,11019,13416,10235,5795,2921,0,0,0,0,0,0
Lawrence,SD,"Lawrence, SD",44.35919441,-103.7929428,25018,13828,8753,4537,0.633,0.328,1061,6,12441,12577,3.2,91.4,0.9,2.2,0.9,0.2,49275,28606,12.4,31.3,22.9,23,13.2,9.6,72.5,13.2,0.5,8.9,1,3.9,17.1,13067,77,17.3,5.6,0.1,3.1,7.738740133,0,30.1,1121,2699,3719,3107,2778,2725,3975,3438,1476,703,0,0,0,0,0,0
Lawrence,TN,"Lawrence, TN",35.21675201,-87.39787695,42591,18718,15334,3195,0.819,0.171,1746,20,20989,21602,2,94,1.9,0.2,0.4,0,41522,19879,18.3,25.7,15.8,19.2,13.6,25.7,85.4,9.6,0.2,1.4,1.4,2,27.7,16277,77.1,14.9,7.8,0.2,8.8,4.530832314,0,67.8,2889,6076,5207,5395,4922,5773,5678,4458,2470,866,0,0,0,0,0,0
Lawrence,KY,"Lawrence, KY",38.07136018,-82.72882223,15844,6955,5633,1238,0.81,0.178,175,0,7900,7944,0.9,97.2,0.4,0,0.4,0,32703,18885,24.5,26.2,15.7,28.1,12.8,17.2,82.2,9.7,0.3,0.9,3.5,3.5,31.8,5065,79.2,15.7,5,0,7.8,6.528693608,0,38.2,974,2105,1701,1794,1935,2089,2274,1677,789,233,0,0,0,0,0,0
Lawrence,IL,"Lawrence, IL",38.71987914,-87.72884035,16457,6379,4849,1414,0.76,0.222,379,8,9034,7423,3.8,84.6,8.6,0.3,0.4,0,44504,21072,16.4,30.8,21.9,17.7,10.2,19.4,80.9,9.9,0.3,2.7,1.2,5,19,6361,78.6,11.7,9.4,0.2,5.4,12.75672917,0,45.2,805,1651,1888,2394,2192,1991,2096,1478,883,387,0,0,0,0,0,0
