county,state,county_state,lat,long,totalpop,total_votes20,votes20_donald_trump,votes20_joe_biden,percentage20_donald_trump,percentage20_joe_biden,cases,deaths,men,women,hispanic,white,black,native,asian,pacific,income,incomepercap,poverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010,age_oto4,age_5to14,age_15to24,age_25to34,age_35to44,age_45to54,age_55to64,age_65to74,age_75to84,age_84plus,evangelicals,protestant,catholic,orthodox,muslim,other
Alameda,CA,"Alameda, CA",37.64629437,-121.8929271,1629615,750128,131985,602851,0.176,0.804,23994,464,799649,829966,22.5,32.2,10.7,0.3,28.7,0.8,85743,41363,11.3,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,32.5,826310,79.3,13.2,7.3,0.1,6,0.059832624,0,2043.6,96716,190795,193016,279197,251174,222163,203182,136407,63683,30420,0,0,0,0,0,0
Alamosa,CO,"Alamosa, CO",37.57250606,-105.7885451,16345,7519,3676,3624,0.489,0.482,360,9,8085,8260,45.8,48.6,1.6,1.3,1,0.2,36315,19217,27.8,30.6,22.6,22.3,13.1,11.4,75.8,15.7,0,4.2,1.4,2.9,14.6,6593,73.1,18.2,6.3,2.3,9.9,6.160290766,0,21.4,1088,2282,3543,2327,1808,1560,1804,1376,661,234,0,0,0,0,0,0
Albany,NY,"Albany, NY",42.60060306,-73.97723916,308580,121529,45570,73189,0.375,0.602,3750,140,149287,159293,5.7,73,11.7,0.1,6.4,0,62293,35278,12.4,44.7,17.3,25.1,5.5,7.5,77,7.5,5.9,4.6,1.6,3.5,20.4,158961,71.3,24.5,4.2,0.1,5.3,0.654651627,0,581.9,15326,30932,55095,40733,35263,37257,40438,29769,14537,7767,0,0,0,0,0,0
Albany,WY,"Albany, WY",41.65498705,-105.7235415,37944,18617,8579,9092,0.461,0.488,1562,4,19883,18061,9.3,82.9,1.3,0.7,2.9,0,45816,26034,23,42.1,20.8,19.2,10.1,7.8,70.1,9.7,2.1,8.8,4.7,4.7,12.7,21115,61.4,32.8,5.7,0.1,4.8,2.572016461,0,8.5,1843,3476,11707,6168,4003,3103,3771,2851,1229,450,0,0,0,0,0,0
Albemarle,VA,"Albemarle, VA",38.02080697,-78.55481085,105105,64284,20804,42466,0.324,0.661,1612,24,50283,54822,5.7,77.2,9.5,0.2,5,0,72265,39273,9.8,54,15.5,18.7,6.2,5.6,76.9,8.6,1.8,3.4,1.8,7.6,21.9,50689,68,24.5,7.2,0.3,3.2,0.914662032,0,137.3,5712,12012,16825,14069,12637,12864,14351,11454,5928,2866,0,0,0,0,0,0
Alcona,MI,"Alcona, MI",44.6846864,-83.59507875,10413,7063,4848,2142,0.686,0.303,55,3,5247,5166,1.4,96,0.3,0.5,0.4,0,39424,24463,14.9,23.5,20.9,22.9,13.2,19.6,80.8,9.6,0.2,1.8,2.3,5.3,24,3357,78.3,14,7.5,0.2,9.3,9.610764056,0,16.2,314,734,770,716,790,1225,2100,2025,1327,361,0,0,0,0,0,0
Alcorn,MS,"Alcorn, MS",34.88084463,-88.57996173,37242,15639,12689,2741,0.811,0.175,1130,12,18345,18897,3,83.2,11.7,0,0.3,0,38919,20527,19.6,29.2,14.9,22.8,10.6,22.5,85.9,10.6,0.3,1,0.5,1.7,22.4,14884,81.1,13.9,5,0.1,8.6,2.706140232,0,92.6,2113,4758,4535,4575,4472,4846,4813,3962,2156,695,0,0,0,0,0,0
Amherst,VA,"Amherst, VA",37.60308293,-79.14548696,31819,17719,11020,5673,0.622,0.32,626,6,15331,16488,2.3,75.5,17.6,0.2,0.6,0,49677,24296,13.4,27.9,20.3,24.7,9.8,17.4,82.6,10.6,0.6,1.3,2.3,2.6,24.1,14506,78.6,16.2,5,0.1,5.6,3.16405632,0,68.3,1641,3530,3664,3584,3316,4415,4815,3789,2114,798,0,0,0,0,0,0
Alexander,NC,"Alexander, NC",35.9223796,-81.17751948,37159,20120,15806,4113,0.786,0.204,975,10,18797,18362,4.6,87,5.9,0.2,1.2,0.1,44523,22655,14.7,26.8,12.6,20.6,9.4,30.7,84.9,8.9,0,0.8,2.6,2.8,25.6,16393,83.2,10.5,6.2,0.2,6.7,2.666880017,0,143.1,1826,4325,4135,4369,4493,5404,5312,4370,2384,735,0,0,0,0,0,0
Alexander,IL,"Alexander, IL",37.18049267,-89.32910838,6776,5631,3056,2522,0.543,0.448,154,2,3258,3518,1,61.8,34.6,0.6,0.2,0,31014,18564,33.4,26.8,27.8,25.9,4.9,14.6,87.7,5.8,0.8,1.7,1.4,2.6,27.3,2164,75,20.6,4.4,0,8.2,17.35809755,0,35,391,780,574,624,619,764,980,744,416,168,0,0,0,0,0,0
Alfalfa,OK,"Alfalfa, OK",36.73090616,-98.32408495,5877,2262,1978,232,0.874,0.103,132,0,3502,2375,5,76.2,2.4,1.9,0,0,57432,28007,11.2,31.6,15.8,18.9,20,13.8,77.2,11.9,0,4.9,2.5,3.5,18.8,2238,64.7,21.2,13.8,0.3,4.5,17.53770607,0,6.5,304,646,528,606,889,853,799,585,375,169,0,0,0,0,0,0
Alger,MI,"Alger, MI",46.41292944,-86.60260122,9254,5135,3014,2053,0.587,0.4,121,1,5088,4166,1.4,84.2,7.2,3.3,0.1,0,42647,21771,13,27.9,23.2,23.1,8.1,17.7,72.9,11.1,2,4.3,1.8,8,21.3,3160,77.1,17.6,5.3,0,6.9,10.97935881,0,10.5,333,748,932,1018,1024,1100,1607,1398,695,242,0,0,0,0,0,0
Allamakee,IA,"Allamakee, IA",43.28383218,-91.37860922,13940,7459,4733,2575,0.635,0.345,431,9,7098,6842,6.1,91.2,0.9,0.1,0.3,0,47895,27377,11.4,29.8,15.3,17.5,17.5,19.9,74.1,11.1,0.2,5,2.1,7.5,24.3,6881,77.8,10.3,10.8,1.1,3.3,14.61240593,0,22.4,958,1783,1467,1393,1390,1572,2126,1748,982,413,0,0,0,0,0,0
Allegan,MI,"Allegan, MI",42.59147037,-85.89102866,114145,67182,41381,24447,0.616,0.364,1503,7,56997,57148,7.2,88.7,1.3,0.5,0.6,0,58487,27172,10.8,30.3,14.7,20.1,12.4,22.5,86,7.6,0.3,1.4,0.7,4.1,23.9,54028,86.3,7.7,5.9,0.2,3.6,0.846876297,0,135,7283,16211,14067,13978,13915,15431,17028,11813,5597,2004,0,0,0,0,0,0
Allegany,NY,"Allegany, NY",42.25748406,-78.02750466,47400,17271,12670,4188,0.734,0.242,348,8,24013,23387,1.5,94.5,1.4,0.3,1.2,0,45359,22377,16.5,31.4,22.2,19.2,10.5,16.6,75.1,7.8,0.6,12.4,1.3,2.8,21.4,20132,73.6,19.3,6.8,0.3,7.3,4.339241934,0,47.6,2432,5214,8565,4729,4678,5302,6695,5165,2594,1056,0,0,0,0,0,0
Allegany,MD,"Allegany, MD",39.62357628,-78.69280486,72591,29130,20213,8464,0.694,0.291,775,24,37892,34699,1.7,87.3,8,0.2,0.8,0,42771,22355,16.8,29.9,23.4,24.8,8.8,13.1,82.5,9.7,0.5,4.4,1.2,1.7,20.9,28738,73.6,22.6,3.7,0,9,1.420131788,0,177,3208,6875,10897,9179,8115,8905,9396,7779,4690,1931,0,0,0,0,0,0
Alleghany,NC,"Alleghany, NC",36.49360862,-81.12857041,10935,6040,4501,1480,0.745,0.245,316,1,5445,5490,9.4,87.3,2.4,0.1,0.2,0,38944,21153,21,29.7,18,22.6,15.3,14.4,82.2,10.5,0.2,2.5,0.4,4.2,25,4447,70.6,16.9,12.4,0.2,5.7,8.979078747,0,47.5,518,1067,1061,1044,1111,1454,1883,1738,934,351,0,0,0,0,0,0
Alleghany,VA,"Alleghany, VA",37.78636074,-80.00222498,15489,8191,5859,2243,0.715,0.274,154,4,7586,7903,1.4,91.9,5.5,0,0.1,0.1,46020,25952,19.3,28.3,16.4,22.4,13.2,19.7,86.6,7.7,0.5,0.7,1.7,2.7,24.6,6225,81.6,12.2,6,0.2,4.4,6.729475101,0,36.5,634,1583,1644,1460,1457,2114,2336,2061,1187,434,0,0,0,0,0,0
Allegheny,PA,"Allegheny, PA",40.46809875,-79.98167747,1229605,707837,275955,421004,0.39,0.595,15940,419,593177,636428,2,79.1,12.7,0.1,3.5,0,56333,35280,12.5,45,16.8,23.7,6.1,8.3,72,8.4,9.2,4.2,1.5,4.7,26.7,622670,86.7,8.6,4.6,0.1,5.9,0.082233799,0,1675.6,63965,124919,145982,187640,143566,146446,175557,127343,67021,36013,0,0,0,0,0,0
Allen,IN,"Allen, IN",41.09194313,-85.06800636,367747,168964,91885,72825,0.544,0.431,9638,237,179414,188333,7.2,74.6,11.3,0.2,3.5,0,51091,26932,14.7,33.7,16.5,24.3,7.6,17.9,84.3,8.7,0.8,1.2,0.9,4,21.3,176365,87.2,8.6,4.1,0.1,6.3,0.263644249,0,540.6,26135,53829,50205,52106,46310,45611,46437,32463,15247,7008,0,0,0,0,0,0
Allen,KY,"Allen, KY",36.75197631,-86.19457544,20628,9363,7586,1642,0.81,0.175,566,11,10227,10401,1.9,95.4,1.9,0,0.2,0,40598,21652,20,24.5,16.6,21.8,13.5,23.7,77.9,11,0.2,2.5,1.6,6.9,24.1,8443,74.8,13.9,11.3,0.1,7.5,4.691531785,0,58,1253,2750,2434,2689,2448,2931,2892,2257,1150,318,0,0,0,0,0,0
Allen,LA,"Allen, LA",30.65385745,-92.82442028,25667,9810,7574,2108,0.772,0.215,1856,63,14542,11125,4.9,71.1,19,1.8,0.7,0,42176,20103,16.6,29.1,23.1,21.3,15,11.5,84.3,9.8,0.7,0.7,2.2,2.3,28.3,8577,72.8,23.8,3.2,0.2,9.4,7.804268935,0,33.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen,OH,"Allen, OH",40.77285242,-84.10802343,104157,46362,32052,13611,0.691,0.294,2580,80,52614,51543,2.9,81.2,11.7,0.2,0.7,0,47905,24551,15,28.2,18.4,21.8,8.5,23.2,86.4,8.1,0.7,1.6,1.2,2,18.9,48351,86.1,9.8,4,0.1,7.2,1.954060048,0,264.2,6323,13217,14111,12646,11986,12239,14024,10266,5287,2564,0,0,0,0,0,0
Allendale,SC,"Allendale, SC",32.98837386,-81.35321066,9402,3593,835,2718,0.232,0.756,424,7,4952,4450,3.1,22.5,73.5,0.5,0,0,23331,13439,30.4,20.3,24,18.8,13.9,22.9,80.4,10.7,2.2,4.1,1,1.6,28.3,2668,71,23.4,5.7,0,17.3,11.51012891,0,25.5,416,937,1091,1264,991,1241,1173,1144,459,187,0,0,0,0,0,0
Alpena,MI,"Alpena, MI",45.03477666,-83.62212411,28730,16966,10686,6000,0.63,0.354,180,14,14169,14561,1.3,96,0.5,0.4,0.4,0.1,40954,24030,15,29.5,19.8,26.1,10,14.6,82.9,8.4,0.7,2.7,1.2,3.9,16.9,12665,83,10.4,6.4,0.2,6.4,3.520506953,0,51.8,1348,2922,2943,2989,3074,3551,4886,3661,2089,897,0,0,0,0,0,0
Alpine,CA,"Alpine, CA",38.59678594,-119.8223594,1203,736,238,473,0.323,0.643,8,0,664,539,9.7,64.6,1.5,20.6,0.7,0,63438,27448,19.8,38.2,21.9,18.7,12.8,8.3,62.1,13.2,0,9.1,1.6,14,21.9,374,58.6,30.2,11.2,0,14.6,88.57395926,0,1.6,44,105,130,109,83,133,217,193,64,23,0,0,0,0,0,0
Amador,CA,"Amador, CA",38.44583082,-120.65696,37306,22282,13571,8147,0.609,0.366,347,16,20005,17301,13.2,79.3,2,0.7,1.5,0.2,60636,29628,10.6,32.7,23.2,24.1,9.9,10.1,80.7,9.2,0.1,2.5,1.1,6.4,32,13444,63.9,21,14.7,0.4,9.3,2.5155967,0,64.1,1615,3275,3267,4296,4631,5185,6481,6489,3058,1086,0,0,0,0,0,0
Amelia,VA,"Amelia, VA",37.34081025,-77.98584649,12802,7881,5390,2411,0.684,0.306,150,6,6644,6158,1.1,72.4,23.7,0.3,0.1,0,58535,26118,13,25.8,18.6,27.4,17.2,11.1,86.7,6,1.1,1.6,1.8,2.7,38,6166,76.1,15.8,6.7,1.3,3.3,7.607455306,0,35.7,647,1528,1420,1482,1383,1769,2208,1489,798,289,0,0,0,0,0,0
Amite,MS,"Amite, MS",31.17467303,-90.80501621,12574,5974,3781,2114,0.633,0.354,436,13,6133,6441,0.2,57.3,42,0,0.3,0,30129,19665,22.8,24.4,19.2,16.5,19.2,20.6,81.2,12.1,2.2,0.4,1.4,2.7,37.1,4550,71.8,17.3,10.2,0.7,10.8,8.132064731,0,18,671,1420,1293,1263,1224,1448,2111,1632,919,345,0,0,0,0,0,0
Anderson,SC,"Anderson, SC",34.51828081,-82.63959517,194174,96093,67565,27169,0.703,0.283,6051,209,93474,100700,3.5,77.6,16,0.2,0.9,0,45551,24485,15.6,32.3,16.6,23.7,9.9,17.5,86.1,8.4,0.2,1.2,1.2,2.8,22.9,85591,80.7,13.4,5.8,0.2,6.7,0.987371518,0,261.6,11892,25968,24487,24555,23754,26685,26956,21233,11170,3782,0,0,0,0,0,0
Anderson,TN,"Anderson, TN",36.12684348,-84.19965764,75538,35527,23163,11733,0.652,0.33,1869,16,36803,38735,2.7,89.6,3.4,0.1,1.4,0.1,47206,26972,16.3,33.6,19,23.6,10.1,13.7,86.8,8.4,0.1,0.8,0.9,3,23.3,32213,76.1,17,6.8,0.1,6.9,1.299072462,0,222.8,4013,9191,8509,9277,8861,10168,11107,8783,4418,2155,0,0,0,0,0,0
Anderson,KY,"Anderson, KY",38.00671029,-84.99171713,22017,13261,9651,3339,0.728,0.252,280,1,10639,11378,1.7,94.2,2.4,0,0.7,0,51681,24991,12,31.8,14.7,27.6,9.4,16.6,86.4,10.7,0,0.5,0.2,2.1,26.6,10357,69.3,24.1,6.5,0.1,6.3,4.396184112,4.396184112,106.1,1384,3058,2596,2719,2890,3357,3087,2158,1038,376,0,0,0,0,0,0
Anderson,TX,"Anderson, TX",31.81534745,-95.65354823,57747,19155,15062,3934,0.786,0.205,2979,39,35292,22455,17.3,59.7,20.9,0.3,0.5,0,42313,17466,15.7,24.4,23.5,23.4,12.9,15.9,85.1,9.9,0.2,0.5,0.7,3.6,23.7,19102,73.2,20.4,6.2,0.2,4.3,1.732051615,0,55,3016,6149,6501,9329,9278,8336,6857,5022,2683,886,0,0,0,0,0,0
Anderson,KS,"Anderson, KS",38.21413251,-95.29272815,7840,3720,2874,765,0.773,0.206,203,0,3849,3991,0.7,95.2,0.2,3.5,0,0,40986,21887,13.6,28.4,23.1,17.1,15,16.3,77.6,11.8,0,2.5,1.4,6.7,24.2,3502,72.3,12,14.7,1,4.2,12.72588445,0,14,517,1135,902,775,872,871,1130,840,587,249,0,0,0,0,0,0
Andrew,MO,"Andrew, MO",39.98492163,-94.80163024,17358,9775,7256,2351,0.742,0.241,474,8,8622,8736,2.3,94.9,1.3,0.1,0.1,0,56658,28003,9,35.4,14.9,22.6,10.6,16.5,86.8,6.6,0,2.2,0.5,3.8,22.5,8504,78.3,16.1,5.4,0.1,4.2,5.645889792,0,40,1001,2334,1976,2013,2168,2261,2601,1845,991,417,0,0,0,0,0,0
Andrews,TX,"Andrews, TX",32.30468633,-102.6376548,17577,5856,4937,849,0.843,0.145,667,10,8980,8597,55.4,41.1,1.5,0.1,0.2,0.1,70753,29903,11.9,21.3,13,24.2,22.7,18.8,79.8,16.8,0,0,0.8,2.5,19.8,8054,85.3,8.7,5.7,0.3,4.5,5.346164127,0,9.9,1569,3104,2511,2679,2420,2053,1914,1082,559,237,0,0,0,0,0,0
Angelina,TX,"Angelina, TX",31.25457347,-94.60901487,87700,34628,25070,9136,0.724,0.264,2317,93,42707,44993,21.5,61.2,14.7,0.1,1.1,0,46472,21974,19.1,28.2,20.9,24,12.3,14.6,82.9,11.9,0.4,1.7,0.9,2.2,18.7,36164,77.2,16.7,6,0.1,7.6,1.153203021,0,108.8,5951,12621,11264,11174,10298,10777,10789,8062,4427,1729,0,0,0,0,0,0
Anne Arundel,MD,"Anne Arundel, MD",39.00670238,-76.60329337,564600,293582,123337,164255,0.42,0.559,12256,281,279581,285019,7.3,69.6,15.9,0.1,3.6,0.1,94502,43258,6.1,47,15.4,23,7.5,7.1,80.1,7.5,3.6,2.3,1.4,5.1,30.2,290628,72.2,23.3,4.4,0.1,5.2,0.172641799,0,1295.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anoka,MN,"Anoka, MN",45.27476015,-93.24604565,344861,210491,104903,100892,0.498,0.479,9947,159,172482,172379,4.2,82.7,5.5,0.5,4.2,0,76796,34321,6.6,36.6,15.9,24.2,9,14.2,82.2,7.8,3.4,1,1,4.5,28.1,187986,84.5,11,4.3,0.1,4.2,0.280174044,0,782.1,22201,47409,42196,46743,47024,48949,49579,30412,14200,5100,0,0,0,0,0,0
Anson,NC,"Anson, NC",34.97403241,-80.09953279,25531,11183,5321,5788,0.476,0.518,737,11,13361,12170,3.8,44.9,48.6,0.3,1.2,0,38123,19105,22.7,23.4,20.7,15.9,12.1,27.9,85.9,10.6,0,1.6,0.5,1.4,27.8,10153,73.3,22,4.5,0.2,13.4,4.090648777,0,50.7,1276,2701,3010,3564,3018,3286,3428,2714,1368,512,0,0,0,0,0,0
Antelope,NE,"Antelope, NE",42.17695516,-98.0666283,6406,3583,3093,452,0.863,0.126,182,1,3213,3193,3.2,95.3,0.2,0.3,0.4,0,46949,28091,11.5,36.2,15,18.9,17.2,12.7,76.7,7.4,0,4.9,1.2,9.8,16,3203,72,13.1,14.8,0.1,1.9,15.87805653,0,7.8,440,833,690,608,642,633,997,767,499,227,0,0,0,0,0,0
Antrim,MI,"Antrim, MI",44.99690221,-85.15503082,23133,17347,9783,7289,0.564,0.42,143,0,11479,11654,2.1,95,0.3,0.8,0.3,0,50988,29307,12.6,27.5,21.6,22.5,10.8,17.7,74.7,14.5,0.7,1.9,1,7.3,25,9771,79.6,9.9,10.3,0.2,6.1,8.574858515,0,49.6,1076,2346,2311,2169,2101,2840,4180,3683,1984,675,0,0,0,0,0,0
Apache,AZ,"Apache, AZ",35.39465006,-109.4892383,71602,34397,11240,22730,0.327,0.661,4003,171,35355,36247,6.1,18.5,0.5,72.8,0.3,0.1,32360,13865,35.9,29.7,25.4,20.6,11.5,12.8,78,8.9,1.2,4.6,1.2,6.2,26.7,18197,52.7,42.7,4.4,0.1,14.1,4.173216298,0,6.4,4799,11347,10184,9390,7726,8129,9257,6472,3359,1155,0,0,0,0,0,0
Appanoose,IA,"Appanoose, IA",40.74324454,-92.86865906,12547,6506,4512,1891,0.694,0.291,287,3,6206,6341,1.8,95.7,0.6,0.1,0.5,0,40377,25543,17.1,28.7,14,25.6,9.1,22.6,80.8,11.1,0.3,2,1,4.7,19.6,5502,77.2,13,9.6,0.2,6.3,8.047642041,0,25.9,709,1586,1332,1259,1330,1492,1906,1541,861,421,0,0,0,0,0,0
Appling,GA,"Appling, GA",31.74847232,-82.28909114,18471,8341,6526,1779,0.782,0.213,1179,38,9090,9381,9.7,69.6,17.9,0.6,0.8,0,37089,19936,24.7,26,13.9,18.7,22.8,18.6,82.9,11.3,0.2,2.4,0.6,2.6,22,6951,78.8,16.2,4.9,0.2,7.7,10.87784184,0,36,1255,2581,2264,2197,2206,2312,2503,1896,966,327,0,0,0,0,0,0
Appomattox,VA,"Appomattox, VA",37.37569884,-78.81340003,15462,9239,6702,2418,0.725,0.262,308,6,7507,7955,1.3,76.7,20.1,0.1,0.2,0,54875,26347,14.4,33.2,16.8,23.3,12.9,13.9,80.1,10.1,0.5,1.8,2.4,5.1,31.9,6890,79.1,18,2.8,0.1,3.5,6.284960091,0,44.9,924,1861,1742,1909,1788,2019,2318,1871,1066,343,0,0,0,0,0,0
Aransas,TX,"Aransas, TX",28.10556197,-96.9995047,24832,12241,9210,2896,0.752,0.237,351,18,12448,12384,27,67.7,1.6,0,2,0,44601,29999,17.8,28.2,23.3,22.1,16.5,9.8,81.4,8.4,0,2.8,0.5,6.8,20.8,10387,72.9,12.3,14.6,0.2,6.7,4.253509145,0,91.9,1141,2312,2270,2183,2209,2742,3886,3943,2404,702,0,0,0,0,0,0
Arapahoe,CO,"Arapahoe, CO",39.64977461,-104.3353617,626612,346740,126124,211498,0.364,0.61,13956,387,309190,317422,18.9,61.3,10.2,0.3,5.6,0.2,69553,36951,9.9,41.4,16.7,25,7.9,9,77.4,8.5,4.4,1.5,1.3,6.8,27.7,330548,83,11.3,5.5,0.2,5.2,0.152302045,0,716.7,40524,86497,79142,102749,93385,84583,79270,53289,22464,9312,0,0,0,0,0,0
Archer,TX,"Archer, TX",33.61569967,-98.68754589,8793,4796,4300,446,0.897,0.093,165,1,4335,4458,8.3,88.6,0.8,0.3,0.4,0,63192,31103,8.8,34.2,13.4,25.3,12.9,14.2,86,6.9,0.3,1,1.1,4.7,20.4,4344,75.6,14.5,9.8,0,3,11.69180405,0,10,461,1098,994,928,979,1149,1419,956,591,211,0,0,0,0,0,0
Archuleta,CO,"Archuleta, CO",37.19474156,-107.0476867,12592,9030,5126,3693,0.568,0.409,68,0,6400,6192,18.3,76.7,1.1,2.1,0.7,0,48016,29344,11.6,37.3,17,20,16.5,9.2,71,13.5,0.2,3.7,1.8,9.7,17.2,5696,68,15.4,15.9,0.8,5.4,7.12809181,0,8.9,642,1425,1200,1282,1490,1631,2510,2470,857,258,0,0,0,0,0,0
Arenac,MI,"Arenac, MI",44.0636262,-83.89277559,15238,8830,5928,2773,0.671,0.314,111,3,7714,7524,2,94.9,0.5,1.3,0.4,0,39947,22622,18.5,25.6,21.1,22,11.6,19.7,83.6,8.2,0.7,3.1,1.5,3,27.2,5842,82.6,10.2,7,0.3,9.6,6.719075455,0,43.8,721,1512,1453,1483,1511,1818,2796,2228,1138,381,0,0,0,0,0,0
Arkansas,AR,"Arkansas, AR",34.29145151,-91.37277296,18352,6284,4301,1813,0.684,0.289,726,17,8785,9567,3,70.2,26,0,0,0,38532,23766,20.7,27.7,15.5,23.6,8.5,24.7,80.8,11.5,0,3.1,1.5,3.1,14.6,7920,75.7,15.5,8,0.9,8.5,5.718860803,0,19.2,1179,2242,1991,2036,2084,2207,2546,2004,1041,439,0,0,0,0,0,0
Arlington,VA,"Arlington, VA",38.8767675,-77.10139853,229534,129498,22318,105344,0.172,0.813,4764,154,114403,115131,15.5,62.3,8.5,0.3,10.2,0.1,112138,67061,8.2,69,10.5,13.8,4.1,2.7,53.4,6.2,26,5,2.8,6.6,28.6,143798,70.8,24.9,4.2,0.2,3.2,0.84444482,0,7993.6,14285,22999,25242,57149,39541,29723,23373,15401,6726,3082,0,0,0,0,0,0
Armstrong,PA,"Armstrong, PA",40.81665618,-79.46290811,66737,36111,27284,8406,0.756,0.233,786,21,33176,33561,0.7,97.3,1,0,0.2,0,47527,25502,13,28.3,19,21.2,13.6,17.9,83.3,8.9,0.7,2.5,1.1,3.5,29.7,29713,85.5,9.5,5,0,6.9,1.544759404,0,105.5,3180,7177,6641,6997,7256,8855,10819,8007,4386,1945,0,0,0,0,0,0
Armstrong,TX,"Armstrong, TX",34.96507426,-101.3574874,1929,1112,1035,75,0.931,0.067,27,1,974,955,10,86.6,1.2,1.3,0,0,68750,31219,7.5,32.9,15.3,18,25,8.9,68.8,17.4,0,2.3,0.2,11.3,27.4,968,63.8,26.3,8.6,1.2,1.8,52.99417064,0,2.1,108,263,179,176,224,194,295,257,152,44,0,0,0,0,0,0
Ascension,LA,"Ascension, LA",30.20406249,-90.9132841,119129,62325,40687,20399,0.653,0.327,4299,100,58718,60411,5.3,69.4,21.8,0,0.9,0,74748,31520,11.7,37.3,15,23.5,11,13.1,87.1,7.8,0.1,0.5,1,3.6,30,57496,80.7,14.1,5.2,0.1,6.3,0.789864459,0,369.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashe,NC,"Ashe, NC",36.43296207,-81.49862729,26833,15691,11368,4149,0.724,0.264,481,3,13213,13620,5.2,92.5,0.8,0.4,0.4,0,40293,23650,19.4,26.2,22.5,22.4,14,14.8,79.9,13.3,0,1.2,1.4,4.1,26.5,12174,76.8,13.4,9.7,0.1,6.3,3.67606514,0,64,1106,2801,2581,2671,3005,3580,4398,4071,2160,736,0,0,0,0,0,0
Ashland,OH,"Ashland, OH",40.84772277,-82.27280781,53299,25883,19002,6448,0.734,0.249,511,9,26005,27294,1.3,96,0.8,0,0.6,0,50893,24612,14.2,29.2,16.9,20.7,10.6,22.5,84.9,6.5,0.3,3.9,1.1,3.3,24.4,25070,85.4,10.1,4.1,0.4,4.2,1.869718047,0,125.6,3108,6780,8077,5965,5811,6519,7429,5596,3152,1308,0,0,0,0,0,0
Ashland,WI,"Ashland, WI",46.31956891,-90.67837132,15779,8757,3841,4801,0.439,0.548,301,3,7954,7825,2.6,82.7,0.4,10.6,0.4,0,41505,22983,14.6,31.2,23.5,20.4,10,14.9,74.2,10.5,1.2,8.4,1.3,4.4,16.5,7366,76.3,17.1,6.6,0,7.2,6.425909266,0,15.5,880,1927,2094,1628,1753,1796,2467,1831,854,370,0,0,0,0,0,0
Ashley,AR,"Ashley, AR",33.19153461,-91.7698471,20771,7926,5548,2125,0.7,0.268,573,11,10126,10645,5.2,68,25.6,0.2,0,0,36407,20703,21.3,27.5,16.8,18.9,13.7,23,85.1,7.8,0.2,2.3,3,1.6,20.4,7905,78.8,18.1,2.7,0.4,9.9,5.087246274,0,23.6,1226,2546,2320,2248,2233,2624,2768,2367,1339,375,0,0,0,0,0,0
Ashtabula,OH,"Ashtabula, OH",41.70860332,-80.74830218,98622,43253,26225,16207,0.606,0.375,890,48,49509,49113,4,89.9,3.4,0.2,0.5,0,43017,21936,19.8,26.1,18.4,21.4,9.2,24.9,84.7,8.5,0.6,1.8,1.7,2.7,25.9,40003,83,11,5.9,0.2,7.4,1.028372806,0,144.6,5562,12124,11229,11317,10903,13138,14631,10726,5586,2277,0,0,0,0,0,0
Asotin,WA,"Asotin, WA",46.18894415,-117.2022851,22259,11795,7259,4233,0.615,0.359,294,8,10594,11665,3.6,91.2,0.4,0.9,0.9,0.1,47483,26878,13.5,30,19.5,27.3,11.1,12.1,81.1,9,0.3,2.6,2.8,4.1,15.4,9824,78.6,16.1,5.2,0.1,6.7,4.42830573,0,34,1165,2603,2267,2617,2539,2593,3554,2891,1728,653,0,0,0,0,0,0
Assumption,LA,"Assumption, LA",29.89946234,-91.06461642,22881,11235,7271,3833,0.647,0.341,813,24,11085,11796,2.8,65.8,29.7,0.6,0.3,0,48656,25765,15.7,26.1,18.6,20.9,18.3,16.1,87.3,8.2,0.2,1,1.8,1.5,29.6,9375,81.4,13.9,4.1,0.7,6.9,4.568087342,0,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atascosa,TX,"Atascosa, TX",28.89333001,-98.52730485,48139,18085,12020,5865,0.665,0.324,1287,37,24051,24088,63.5,34.2,0.7,0.1,0.4,0,55194,23973,14.6,25.8,21.1,19.7,18.7,14.7,76.9,15,0.1,1.1,1,5.9,30.8,20208,78.3,14.7,6.9,0,6.1,3.90983911,0,36.8,3671,7745,6813,6485,6314,5998,5899,4338,2218,829,0,0,0,0,0,0
Atchison,MO,"Atchison, MO",40.43238737,-95.42970639,5335,2814,2199,564,0.781,0.2,86,1,2642,2693,1.2,96.6,0.4,0.4,0.6,0,45259,28209,12.1,31.9,21.6,18.4,10.5,17.6,83.9,8.1,0.4,3.7,0.5,3.5,17.9,2666,75.1,17,7.7,0.2,4.1,19.44390434,0,10.4,251,590,499,529,558,668,761,709,408,198,0,0,0,0,0,0
